partner,epithelial_axis,ligand,receptor,p_value,median_MPR_arm,median_NMPR_arm,n_MPR,n_NMPR,p_adj
IFN-stimulated,tumor,SPP1,ITGAV_ITGB1,8.16E-35,0.696519999,0.254028189,338,313,1.94E-34
IFN-stimulated,normal,BMP2,ACTR2,7.68E-35,0.231551089,0.665931468,419,1293,1.94E-34
IFN-stimulated,tumor,LAMA5,CD44,8.16E-35,0.285053556,1.818907529,338,313,1.94E-34
IFN-stimulated,tumor,F12,CD93,8.16E-35,0.037264236,0.261327857,338,313,1.94E-34
IFN-stimulated,normal,MUC1,SIGLEC9,9.75E-35,0.158693136,0.277995053,419,1293,2.31E-34
IFN-stimulated,normal,CXCL10,SDC4,1.05E-34,2.033566382,1.206568949,419,1293,2.47E-34
IFN-stimulated,normal,LCN2,FCGR2A,2.06E-26,0.412482914,1.377900616,419,1293,4.44E-26
IFN-stimulated,normal,CD55,ADGRE2,2.06E-26,0.440194347,0.699842815,419,1293,4.45E-26
IFN-stimulated,normal,C3,ITGAX,3.82E-26,1.047813737,1.322929104,419,1293,8.20E-26
IFN-stimulated,normal,C3,C3AR1,8.64E-26,0.549128868,0.8148461,419,1293,1.84E-25
IFN-stimulated,tumor,CXCL11,ACKR3,9.85E-26,0.850420737,0.550290529,338,313,1.99E-25
IFN-stimulated,tumor,F11R,ITGAL_ITGB2,9.85E-26,2.581101345,2.409982016,338,313,1.99E-25
IFN-stimulated,tumor,CXCL10,SDC4,9.85E-26,1.195885985,1.224701014,338,313,1.99E-25
IFN-stimulated,tumor,GPC3,LRP1,9.85E-26,0.630142817,0.594671741,338,313,1.99E-25
IFN-stimulated,tumor,ANXA1,FPR1,9.85E-26,1.832445829,1.578728418,338,313,1.99E-25
IFN-stimulated,tumor,ANXA1,DYSF,9.85E-26,0.316515264,0.292878972,338,313,1.99E-25
IFN-stimulated,normal,FN1,NT5E,1.12E-25,0.025679222,0.111730469,419,1293,2.25E-25
IFN-stimulated,normal,MMP7,CD44,1.56E-23,0.938291623,1.820687151,419,1293,3.10E-23
IFN-stimulated,normal,SPP1,ITGAV_ITGB1,4.96E-23,0.30882421,0.479986335,419,1293,9.80E-23
IFN-stimulated,normal,SCGB3A1,MARCO,1.20E-20,0.492680269,0.132427005,419,1293,2.33E-20
IFN-stimulated,normal,GNAI2,EGFR,1.10E-16,1.08158532,0.844972137,419,1293,2.06E-16
IFN-stimulated,tumor,SFRP1,FZD2,1.37E-13,0.019731906,0.233293385,338,313,2.43E-13
IFN-stimulated,tumor,PDGFB,ADGRV1,1.37E-13,0.017956227,0.036626415,338,313,2.43E-13
IFN-stimulated,tumor,BMP7,ENG,1.37E-13,0.016088998,0.234213065,338,313,2.43E-13
IFN-stimulated,normal,FN1,ITGAV_ITGB1,3.27E-13,0.525624886,0.395965994,419,1293,5.79E-13
IFN-stimulated,normal,S100A4,ERBB3,5.23E-13,1.203312389,1.23721795,419,1293,9.21E-13
IFN-stimulated,normal,SPP1,ITGA5_ITGB1,3.60E-11,0.223471406,0.405560577,419,1293,6.25E-11
IFN-stimulated,tumor,FN1,SDC1,6.54E-11,1.357417166,0,338,313,9.64E-11
IFN-stimulated,tumor,FGF2,CD44,6.54E-11,0.382276375,0,338,313,9.64E-11
IFN-stimulated,tumor,GNAI2,CAV1,6.54E-11,0.684096591,0,338,313,9.64E-11
IFN-stimulated,tumor,ADAM23,ITGA4,6.54E-11,0.29010022,0,338,313,9.64E-11
IFN-stimulated,tumor,FN1,CD44,6.54E-11,1.393027542,0,338,313,9.64E-11
IFN-stimulated,tumor,FN1,ITGA2,6.54E-11,0.44070781,0,338,313,9.64E-11
IFN-stimulated,tumor,FN1,ITGAV_ITGB8,6.54E-11,0.372679792,0,338,313,9.64E-11
IFN-stimulated,tumor,ARF1,CHRM3,6.54E-11,0.396565338,0,338,313,9.64E-11
IFN-stimulated,tumor,MEGF10,ABCA1,6.54E-11,0.067157107,0,338,313,9.64E-11
IFN-stimulated,tumor,LAMC1,CD44,6.54E-11,0.369292279,0,338,313,9.64E-11
IFN-stimulated,tumor,GNAI2,S1PR5,6.54E-11,0.11659719,0,338,313,9.64E-11
IFN-stimulated,tumor,CXCL12,CD4,6.54E-11,0.19678972,0,338,313,9.64E-11
IFN-stimulated,tumor,TGFB1,CAV1,6.54E-11,0.132672218,0,338,313,9.64E-11
IFN-stimulated,tumor,BST1,CAV1,6.54E-11,0.141285247,0,338,313,9.64E-11
IFN-stimulated,tumor,COL4A1,CD44,6.54E-11,0.160938757,0,338,313,9.64E-11
IFN-stimulated,tumor,CXCL12,ITGA4,6.54E-11,0.053598834,0,338,313,9.64E-11
IFN-stimulated,tumor,COL9A3,CD44,6.54E-11,0.087628558,0,338,313,9.64E-11
IFN-stimulated,tumor,ICAM1,CAV1,6.54E-11,0.367382975,0,338,313,9.64E-11
IFN-stimulated,tumor,COL4A1,CD93,6.54E-11,0.042857434,0,338,313,9.64E-11
IFN-stimulated,tumor,COL4A1,CD47,6.54E-11,0.127243231,0,338,313,9.64E-11
IFN-stimulated,normal,S100A4,EGFR,1.13E-10,0.640624558,0.902893088,419,1293,1.67E-10
IFN-stimulated,normal,SFTPD,SIRPA,6.77E-10,1.250859569,1.039932723,419,1293,9.86E-10
IFN-stimulated,normal,C3,ITGAM,2.18E-09,0.573000085,0.885398962,419,1293,3.14E-09
IFN-stimulated,normal,FN1,ITGA3_ITGB1,2.73E-09,0.527667255,0.522956533,419,1293,3.93E-09
IFN-stimulated,normal,LGALS9,MET,3.88E-08,0.786328043,0.511357043,419,1293,5.49E-08
IFN-stimulated,tumor,MDK,SDC3,3.97E-08,0.395624107,0.566218268,338,313,5.57E-08
IFN-stimulated,tumor,WNT5A,FZD1,3.97E-08,0.049324379,0.059775285,338,313,5.57E-08
IFN-stimulated,tumor,MMP9,CD44,3.97E-08,0.201981278,0.268713762,338,313,5.57E-08
IFN-stimulated,tumor,ALCAM,NRP1,3.97E-08,0.224290782,0.144018236,338,313,5.57E-08
IFN-stimulated,normal,CXCL17,GPR35,4.88E-08,0.106314941,0.00671239,419,1293,6.84E-08
IFN-stimulated,normal,CXCL11,DPP4,7.20E-07,0.098562316,0.090840615,419,1293,9.96E-07
IFN-stimulated,normal,SLPI,PLSCR1,9.41E-07,2.284121536,2.444038039,419,1293,1.30E-06
IFN-stimulated,normal,APOE,LSR,1.53E-06,0.491848161,0.48294347,419,1293,2.11E-06
IFN-stimulated,tumor,FN1,ITGA6,4.25E-06,0.317273144,0,338,313,5.72E-06
IFN-stimulated,tumor,FGF2,SDC2,4.25E-06,0.011665413,0,338,313,5.72E-06
IFN-stimulated,normal,GRN,EGFR,4.46E-06,1.207234919,1.142921718,419,1293,5.99E-06
IFN-stimulated,normal,CXCL10,DPP4,1.10E-05,0.268087761,0.253735288,419,1293,1.46E-05
IFN-stimulated,normal,MDK,LRP1,2.22E-05,0.535010719,0.653531277,419,1293,2.95E-05
IFN-stimulated,normal,ICAM1,EGFR,4.02E-05,0.439240592,0.373193595,419,1293,5.30E-05
IFN-stimulated,normal,HLA-A,ERBB2,8.37E-05,1.366329654,0.777797663,419,1293,0.000109996
IFN-stimulated,normal,SPP1,ITGAV_ITGB6,0.00012335,0.250464376,0.416812499,419,1293,0.000161009
IFN-stimulated,normal,SLPI,CD4,0.000226,2.55651226,2.192464864,419,1293,0.000293561
IFN-stimulated,normal,LTF,LRP1,0.000266407,0.457783068,0.385875825,419,1293,0.000345767
IFN-stimulated,normal,CALM2,AQP1,0.003608434,0.701345291,0.714545658,419,1293,0.004568398
IFN-stimulated,tumor,GPC3,CD81,0.068668808,1.926283498,3.197317019,338,313,0.0799137
IFN-stimulated,normal,CXCL9,DPP4,0.067254406,0.462751711,0.351234547,419,1293,0.0799137
IFN-stimulated,tumor,TNFSF13B,TFRC,0.068668808,3.457245433,0.493081254,338,313,0.0799137
IFN-stimulated,tumor,ANXA1,FPR2_FPR3,0.068668808,0.803593417,0.415282596,338,313,0.0799137
IFN-stimulated,tumor,ARPC5,LDLR,0.068668808,1.555790059,1.194011485,338,313,0.0799137
IFN-stimulated,tumor,ADM,ACKR3,0.068668808,0.828446002,1.802445169,338,313,0.0799137
IFN-stimulated,tumor,APOE,LSR,0.068668808,1.289937394,1.790199033,338,313,0.0799137
IFN-stimulated,tumor,ADM,GPR84,0.068668808,0.444743649,0,338,313,0.0799137
IFN-stimulated,tumor,ACTR2,LDLR,0.068668808,1.537229028,1.393529254,338,313,0.0799137
IFN-stimulated,tumor,MDK,ITGA4_ITGB1,0.068668808,0.625700055,1.835694593,338,313,0.0799137
IFN-stimulated,tumor,HSPA8,LDLR,0.068668808,1.347150627,0.984811954,338,313,0.0799137
IFN-stimulated,tumor,ADAM17,ITGA5,0.068668808,0.217107841,0.562382543,338,313,0.0799137
IFN-stimulated,normal,FN1,SDC1,0.08733135,1.184166583,1.027006145,419,1293,0.101337321
IFN-stimulated,normal,C3,CD81,0.188608766,2.544026319,2.7603724,419,1293,0.216035399
IFN-stimulated,normal,HP,ITGB2,0.604246247,0.239241363,0.166853809,419,1293,0.676129985
IFN-stimulated,normal,ICAM1,MUC1,0.804058084,0.832596842,1.129600811,419,1293,0.897827427
IFN-stimulated,normal,FN1,ITGAV_ITGB6,0.872321415,0.356252579,0.291273891,419,1293,0.970662452
IFN-stimulated,tumor,WNT5A,FZD2,1,0.088807787,0.101188173,338,313,1
IFN-stimulated,tumor,APOE,LDLR,1,1.225693653,1.343414126,338,313,1
IFN-stimulated,tumor,SPP1,CD44,1,0.759840407,0.197658642,338,313,1
IFN-stimulated,tumor,SPP1,ITGAV_ITGB5,1,0.151480454,0.154087697,338,313,1
IFN-stimulated,tumor,C1QB,C1QBP,1,0.92464188,1.495577726,338,313,1
IFN-stimulated,tumor,LCN2,FCGR2A,1,0.80589823,0.600931096,338,313,1
IFN-stimulated,tumor,CXCL8,SDC1,1,1.844835987,1.277576793,338,313,1
IFN-stimulated,tumor,PSEN1,NOTCH3,1,0.289595367,0.40297309,338,313,1
IFN-stimulated,tumor,FAM3C,LAMP1,1,1.463781317,1.654401325,338,313,1
IFN-stimulated,normal,APOE,LRP5,0.905752514,0.540901257,0.51242868,419,1293,1
Lipid-associated,normal,HBEGF,CD9,3.91E-138,2.910802579,1.786790727,338,1229,3.13E-136
Lipid-associated,normal,LAMB3,CD44,6.21E-132,0.336621452,0.629461145,338,1229,4.51E-130
Lipid-associated,tumor,RPS19,C5AR1,4.99E-115,5.306359039,8.435279352,338,313,4.41E-114
Lipid-associated,tumor,SERPINE1,PLAUR,4.99E-115,0.090833447,2.848133471,338,313,4.41E-114
Lipid-associated,tumor,MDK,SDC3,4.99E-115,0.434011172,0.843064399,338,313,4.41E-114
Lipid-associated,tumor,APOE,VLDLR,4.99E-115,0.898439869,0,338,313,4.41E-114
Lipid-associated,tumor,VEGFA,GPC1,4.99E-115,0.703714656,1.960852339,338,313,4.41E-114
Lipid-associated,tumor,F11R,ITGAL_ITGB2,4.99E-115,1.937570122,1.11045603,338,313,4.41E-114
Lipid-associated,tumor,THBS1,SDC1,4.99E-115,1.000428165,3.63274427,338,313,4.41E-114
Lipid-associated,tumor,MDK,LRP1,4.99E-115,0.819961065,2.251761839,338,313,4.41E-114
Lipid-associated,tumor,BMP7,ACTR2,4.99E-115,0.063845885,0.618925242,338,313,4.41E-114
Lipid-associated,tumor,MDK,ITGA4_ITGB1,4.99E-115,0.70754722,1.719424045,338,313,4.41E-114
Lipid-associated,tumor,APOC1,VLDLR,4.99E-115,0.961408629,0,338,313,4.41E-114
Lipid-associated,tumor,THBS1,ITGA6,4.99E-115,0.359386798,0.637193707,338,313,4.41E-114
Lipid-associated,tumor,PLAU,VLDLR,4.99E-115,0.419756198,0,338,313,4.41E-114
Lipid-associated,tumor,AREG,EGFR_ERBB2,4.99E-115,0.06578452,0.433828997,338,313,4.41E-114
Lipid-associated,tumor,PSAP,CELSR1,4.99E-115,0.476270102,8.213804821,338,313,4.41E-114
Lipid-associated,tumor,LRPAP1,VLDLR,4.99E-115,0.209567613,0,338,313,4.41E-114
Lipid-associated,normal,TIMP2,ITGA3,2.17E-104,0.363489907,0.705742619,338,1229,1.71E-103
Lipid-associated,normal,RPS19,C5AR1,5.90E-104,4.782442436,7.703323504,338,1229,4.65E-103
Lipid-associated,normal,SFTPD,TLR4,1.28E-101,1.259028976,0.071344728,338,1229,9.92E-101
Lipid-associated,normal,ICAM1,EGFR,1.59E-70,0.417897875,0.634025274,338,1229,7.11E-70
Lipid-associated,normal,C3,CD81,6.25E-51,2.273848374,3.853050232,338,1229,2.51E-50
Lipid-associated,normal,ANXA1,EGFR,1.61E-47,0.925093689,0.664442597,338,1229,5.97E-47
Lipid-associated,tumor,FGF2,SDC2,2.89E-45,0,0,338,313,1.02E-44
Lipid-associated,tumor,EREG,EGFR_ERBB2,2.89E-45,0,0,338,313,1.02E-44
Lipid-associated,tumor,HGF,SDC1,2.89E-45,0,0,338,313,1.02E-44
Lipid-associated,normal,SFTPD,LY96,6.00E-44,0.987220331,0.452195799,338,1229,2.10E-43
Lipid-associated,normal,SFTPD,SIRPA,6.00E-44,1.151302882,0.638956605,338,1229,2.10E-43
Lipid-associated,normal,MMP7,CD44,6.00E-44,0.990321652,1.930156943,338,1229,2.10E-43
Lipid-associated,normal,HSP90AA1,CFTR,1.60E-40,0.514136325,0.324566784,338,1229,5.41E-40
Lipid-associated,normal,F13A1,ITGB1,1.64E-37,0.302029033,0.709883405,338,1229,5.38E-37
Lipid-associated,normal,LAMC2,CD44,3.08E-37,0.335410298,0.641766263,338,1229,1.00E-36
Lipid-associated,tumor,CXCL8,SDC1,8.16E-35,3.301429074,2.547397252,338,313,1.94E-34
Lipid-associated,tumor,GRN,EGFR,8.16E-35,1.600631227,10.57547238,338,313,1.94E-34
Lipid-associated,tumor,GNAI2,EGFR,8.16E-35,1.16280894,5.649571073,338,313,1.94E-34
Lipid-associated,tumor,ANXA1,EGFR,8.16E-35,1.2532276,6.568064348,338,313,1.94E-34
Lipid-associated,tumor,HSP90AA1,EGFR,8.16E-35,2.002240423,8.629064136,338,313,1.94E-34
Lipid-associated,tumor,APOE,LDLR,8.16E-35,1.928145234,1.632003466,338,313,1.94E-34
Lipid-associated,tumor,VEGFA,EGFR,8.16E-35,0.724246456,3.625622794,338,313,1.94E-34
Lipid-associated,tumor,S100A4,EGFR,8.16E-35,0.778750376,2.115846134,338,313,1.94E-34
Lipid-associated,tumor,ICAM1,EGFR,8.16E-35,0.563801274,6.026063739,338,313,1.94E-34
Lipid-associated,tumor,HBEGF,EGFR_ERBB2,8.16E-35,0.404714291,2.007192228,338,313,1.94E-34
Lipid-associated,tumor,ARPC5,LDLR,8.16E-35,1.786646964,1.391109405,338,313,1.94E-34
Lipid-associated,tumor,GSTP1,EGFR,8.16E-35,0.45118756,3.848200719,338,313,1.94E-34
Lipid-associated,tumor,CALM3,EGFR,8.16E-35,0.616338199,3.381389128,338,313,1.94E-34
Lipid-associated,tumor,HMGB1,SDC1,8.16E-35,2.246715907,3.14717185,338,313,1.94E-34
Lipid-associated,tumor,TNFSF13B,TFRC,8.16E-35,1.990130166,0.335121174,338,313,1.94E-34
Lipid-associated,tumor,COL4A5,CD47,8.16E-35,0.209133286,1.278872306,338,313,1.94E-34
Lipid-associated,tumor,MDK,NCL,8.16E-35,1.204033488,0,338,313,1.94E-34
Lipid-associated,tumor,CX3CL1,ITGAV,8.16E-35,0.124706862,1.468575587,338,313,1.94E-34
Lipid-associated,tumor,COL4A5,CD44,8.16E-35,0.345163266,1.048921882,338,313,1.94E-34
Lipid-associated,tumor,LIN7C,ABCA1,8.16E-35,0.333437816,0.7001761,338,313,1.94E-34
Lipid-associated,tumor,EFNB2,EPHB2,8.16E-35,0.114058255,0,338,313,1.94E-34
Lipid-associated,tumor,APOE,LRP5,8.16E-35,0.364102347,4.352619244,338,313,1.94E-34
Lipid-associated,normal,CALR,ITGA3,1.43E-31,0.737710008,1.396802173,338,1229,3.33E-31
Lipid-associated,normal,ICAM1,MUC1,1.43E-31,0.702093421,1.619755953,338,1229,3.33E-31
Lipid-associated,normal,SFTPA2,CD93,2.03E-29,0.838062816,0.008087734,338,1229,4.64E-29
Lipid-associated,normal,VEGFA,EGFR,6.40E-29,0.590911435,0.46749035,338,1229,1.40E-28
Lipid-associated,normal,BMP2,ACTR2,6.40E-29,0.210230552,0.420109861,338,1229,1.40E-28
Lipid-associated,normal,C3,LRP1,1.07E-28,0.891976726,1.591319741,338,1229,2.35E-28
Lipid-associated,tumor,ADM,ACKR3,9.85E-26,1.534099095,1.183181909,338,313,1.99E-25
Lipid-associated,tumor,ALCAM,NRP1,9.85E-26,0.129104656,0.140869853,338,313,1.99E-25
Lipid-associated,normal,THBS1,SDC1,1.42E-23,0.569736243,0.565212126,338,1229,2.83E-23
Lipid-associated,normal,APOE,LSR,2.62E-21,0.924316235,1.0034263,338,1229,5.13E-21
Lipid-associated,normal,LCN2,FCGR2A,5.57E-19,0.71433877,1.59789384,338,1229,1.07E-18
Lipid-associated,normal,SERPINE1,PLAUR,9.68E-19,0.02147773,0.03382033,338,1229,1.85E-18
Lipid-associated,normal,HSP90AA1,EGFR,5.76E-17,1.726048558,1.382687547,338,1229,1.08E-16
Lipid-associated,normal,B2M,TFRC,8.51E-17,4.520430102,5.165076721,338,1229,1.59E-16
Lipid-associated,normal,LTF,LRP1,8.51E-17,0.733610599,0.447822979,338,1229,1.59E-16
Lipid-associated,normal,CXCL8,SDC1,5.14E-15,1.95110034,1.2970059,338,1229,9.51E-15
Lipid-associated,normal,AREG,ERBB3,6.52E-15,0.393763914,0.493267781,338,1229,1.20E-14
Lipid-associated,normal,C3,ITGAX,3.78E-13,1.086894485,0.923906792,338,1229,6.66E-13
Lipid-associated,normal,SFTPA1,TLR2,3.78E-13,0.44215864,0.738918665,338,1229,6.66E-13
Lipid-associated,normal,MDK,LRP1,3.78E-13,0.656328402,0.943091243,338,1229,6.66E-13
Lipid-associated,normal,LTF,TFRC,5.31E-13,1.146287179,0.756783624,338,1229,9.33E-13
Lipid-associated,normal,SCGB3A2,MARCO,3.12E-11,0.409297481,0.404910498,338,1229,5.42E-11
Lipid-associated,tumor,MEGF10,ABCA1,6.54E-11,0.089456042,0,338,313,9.64E-11
Lipid-associated,tumor,FGF2,SDC3,6.54E-11,0.194200148,0,338,313,9.64E-11
Lipid-associated,tumor,FGF2,NRP1,6.54E-11,0.034763185,0,338,313,9.64E-11
Lipid-associated,tumor,GNAI2,CAV1,6.54E-11,0.636282364,0,338,313,9.64E-11
Lipid-associated,tumor,FGF2,CD44,6.54E-11,0.345658345,0,338,313,9.64E-11
Lipid-associated,tumor,CXCL12,CXCR4,6.54E-11,0.28015059,0,338,313,9.64E-11
Lipid-associated,tumor,CXCL12,CD4,6.54E-11,0.120193235,0,338,313,9.64E-11
Lipid-associated,tumor,ADAM23,ITGA4,6.54E-11,0.088677905,0,338,313,9.64E-11
Lipid-associated,tumor,ADAM23,ITGA5,6.54E-11,0.767459884,0,338,313,9.64E-11
Lipid-associated,tumor,PTGS2,CAV1,6.54E-11,0.086717821,0,338,313,9.64E-11
Lipid-associated,tumor,ARF1,CHRM3,6.54E-11,0.242696224,0,338,313,9.64E-11
Lipid-associated,tumor,RGMA,HFE,6.54E-11,0.055813541,0,338,313,9.64E-11
Lipid-associated,tumor,APOE,LRP6,6.54E-11,0.415455231,0,338,313,9.64E-11
Lipid-associated,tumor,COL4A5,CD93,6.54E-11,0.062918661,0,338,313,9.64E-11
Lipid-associated,tumor,LAMC1,CD44,6.54E-11,0.333917987,0,338,313,9.64E-11
Lipid-associated,tumor,ICAM1,CAV1,6.54E-11,0.308508814,0,338,313,9.64E-11
Lipid-associated,tumor,COL4A1,CD47,6.54E-11,0.08817162,0,338,313,9.64E-11
Lipid-associated,normal,ADAM9,ITGA3,8.59E-10,0.230084124,0.294256343,338,1229,1.25E-09
Lipid-associated,normal,SFTPD,LAIR1,9.94E-10,1.247381753,1.097966607,338,1229,1.44E-09
Lipid-associated,normal,GNAI2,CAV1,9.94E-10,0.938259444,0.883183282,338,1229,1.44E-09
Lipid-associated,normal,GNAI2,EGFR,4.43E-07,0.947127935,0.828795316,338,1229,6.13E-07
Lipid-associated,tumor,MELTF,TFRC,4.25E-06,0.220076965,0,338,313,5.72E-06
Lipid-associated,tumor,CD209,CEACAM1,4.25E-06,0.030645999,0,338,313,5.72E-06
Lipid-associated,tumor,BMP7,ENG,4.25E-06,0.034744424,0,338,313,5.72E-06
Lipid-associated,tumor,RIMS2,ABCA1,4.25E-06,0.060511159,0,338,313,5.72E-06
Lipid-associated,tumor,SLPI,CD4,4.25E-06,0.078470069,0,338,313,5.72E-06
Lipid-associated,normal,SLPI,CD4,7.71E-06,2.120034637,2.77895163,338,1229,1.03E-05
Lipid-associated,normal,APOE,LDLR,7.71E-06,0.690413097,0.878979777,338,1229,1.03E-05
Lipid-associated,normal,SLPI,PLSCR1,9.75E-05,3.244913951,1.624857306,338,1229,0.000127893
Lipid-associated,normal,EREG,ERBB3,0.000100763,0.519101727,0,338,1229,0.000131957
Lipid-associated,normal,EREG,EGFR_ERBB2,0.000100763,0.233421516,0,338,1229,0.000131957
Lipid-associated,normal,SCGB3A1,MARCO,0.00011236,0.245398889,0.225565296,338,1229,0.000146905
Lipid-associated,normal,HP,CD163,0.000734024,0.268114254,0.213745634,338,1229,0.000945773
Lipid-associated,normal,MDK,SDC3,0.000899264,0.351569227,0.383766576,338,1229,0.001154031
Lipid-associated,normal,HSP90AA1,ERBB2,0.000899264,0.917387035,0.453049684,338,1229,0.001154031
Lipid-associated,normal,GRN,EGFR,0.006072647,1.231427224,1.344055276,338,1229,0.007657857
Lipid-associated,normal,C3,C3AR1,0.026285722,0.46686846,0.532570729,338,1229,0.032607346
Lipid-associated,tumor,GPC3,CD81,0.068668808,1.89540966,3.330761311,338,313,0.0799137
Lipid-associated,tumor,B2M,TFRC,0.068668808,10.85973936,1.681813636,338,313,0.0799137
Lipid-associated,tumor,HBEGF,CD9,0.068668808,3.973392387,4.613896036,338,313,0.0799137
Lipid-associated,tumor,FN1,SDC1,0.068668808,0.543334326,0,338,313,0.0799137
Lipid-associated,tumor,GPC3,LRP1,0.068668808,0.691925555,1.330771384,338,313,0.0799137
Lipid-associated,tumor,IL1B,IL1R2_IL1RAP,0.068668808,0.365172372,0.649669915,338,313,0.0799137
Lipid-associated,tumor,ADAM9,ITGA6,0.068668808,0.619477434,0.475991027,338,313,0.0799137
Lipid-associated,tumor,FAM3C,LAMP1,0.068668808,1.504975484,1.069594057,338,313,0.0799137
Lipid-associated,tumor,FN1,ITGA6,0.068668808,0.182550524,0,338,313,0.0799137
Lipid-associated,tumor,ANXA1,FPR1,0.068668808,1.035716385,0.749652227,338,313,0.0799137
Lipid-associated,tumor,APOE,SORL1,0.068668808,1.38940555,2.622743141,338,313,0.0799137
Lipid-associated,normal,APOE,LRP5,0.101620198,0.833185257,0.90962195,338,1229,0.117491465
Lipid-associated,normal,CALM1,AQP1,0.564357303,0.76979294,0.879750077,338,1229,0.635064473
Lipid-associated,normal,HP,ITGB2,0.595927807,0.431984721,0.171955064,338,1229,0.66728891
Lipid-associated,tumor,APOE,LSR,1,2.242444628,2.174765747,338,313,1
Lipid-associated,tumor,CALM2,EGFR,1,0.803234054,1.357440849,338,313,1
Lipid-associated,normal,C5,C5AR1,0.96327218,0.357872171,0.326268424,338,1229,1
Lipid-associated,tumor,RTN4,GJB2,1,0.462468308,0.809030641,338,313,1
Lipid-associated,tumor,C1QB,C1QBP,1,1.098978815,1.886292401,338,313,1
Lipid-associated,tumor,ACTR2,LDLR,1,1.498501246,1.070827357,338,313,1
Lipid-associated,tumor,LCN2,FCGR2A,1,1.651561119,0.823531145,338,313,1
Lipid-associated,tumor,ADAM17,IL6R,1,0.470085496,0.542684862,338,313,1
Lipid-associated,tumor,MDK,SDC2,1,0.751457052,0.843064399,338,313,1
Lipid-associated,tumor,HLA-A,APLP2,1,4.637982661,5.304343617,338,313,1
Lipid-associated,tumor,HBEGF,CD44,1,1.577159472,1.127638032,338,313,1
M2-SIGLEC8+,normal,LAMB3,CD44,3.03E-179,0.260308835,0.90350878,338,1329,8.08E-177
M2-SIGLEC8+,normal,S100A9,CD68,1.37E-162,0.074288661,0.712176592,338,1329,1.99E-160
M2-SIGLEC8+,normal,S100A9,TLR4,9.37E-147,0.401230471,0.865245294,338,1329,9.99E-145
M2-SIGLEC8+,normal,CD24,SIGLEC10,6.10E-127,0.029560121,0.72968988,338,1329,3.15E-125
M2-SIGLEC8+,tumor,RGMA,HFE,5.39E-126,0.36643588,0,338,313,2.39E-124
M2-SIGLEC8+,tumor,CD209,CEACAM1,5.39E-126,0.51270795,0,338,313,2.39E-124
M2-SIGLEC8+,tumor,APOE,VLDLR,4.99E-115,1.481136454,0,338,313,4.41E-114
M2-SIGLEC8+,tumor,APOC1,VLDLR,4.99E-115,1.326778968,0,338,313,4.41E-114
M2-SIGLEC8+,tumor,PLAU,VLDLR,4.99E-115,0.455275171,0,338,313,4.41E-114
M2-SIGLEC8+,tumor,MDK,LRP1,4.99E-115,1.187864125,2.182394642,338,313,4.41E-114
M2-SIGLEC8+,tumor,CXCL8,SDC1,4.99E-115,0.38664845,2.19010511,338,313,4.41E-114
M2-SIGLEC8+,tumor,F11R,ITGAL_ITGB2,4.99E-115,2.919706569,1.40189657,338,313,4.41E-114
M2-SIGLEC8+,tumor,SERPINE1,PLAUR,4.99E-115,0.053535241,2.455071892,338,313,4.41E-114
M2-SIGLEC8+,tumor,RPS19,C5AR1,4.99E-115,4.203150433,5.955970415,338,313,4.41E-114
M2-SIGLEC8+,tumor,APOE,LRP5,4.99E-115,0.44328437,7.184274624,338,313,4.41E-114
M2-SIGLEC8+,tumor,ST6GAL1,EGFR,4.99E-115,0.304893155,1.006720684,338,313,4.41E-114
M2-SIGLEC8+,tumor,BMP7,ACTR2,4.99E-115,0.086888456,0.613569398,338,313,4.41E-114
M2-SIGLEC8+,tumor,ADAM9,ITGA6,4.99E-115,1.140957985,0.261534236,338,313,4.41E-114
M2-SIGLEC8+,tumor,CDH1,EGFR,4.99E-115,0.22685632,3.25059188,338,313,4.41E-114
M2-SIGLEC8+,tumor,TNFSF13B,TFRC,4.99E-115,2.653799741,0.397150345,338,313,4.41E-114
M2-SIGLEC8+,tumor,CDH1,PTPRF,4.99E-115,0.654244256,1.695649466,338,313,4.41E-114
M2-SIGLEC8+,tumor,PSAP,CELSR1,4.99E-115,0.548808994,9.2819339,338,313,4.41E-114
M2-SIGLEC8+,tumor,APOE,LRP8,4.99E-115,0.309062511,1.556940663,338,313,4.41E-114
M2-SIGLEC8+,tumor,PGF,NRP1,4.99E-115,0.388772759,0,338,313,4.41E-114
M2-SIGLEC8+,tumor,SERPINE1,LRP1,4.99E-115,0.049728373,1.013926665,338,313,4.41E-114
M2-SIGLEC8+,tumor,GPI,AMFR,4.99E-115,1.275156226,0.341666733,338,313,4.41E-114
M2-SIGLEC8+,tumor,VEGFA,ITGAV,4.99E-115,1.769726981,0.557876101,338,313,4.41E-114
M2-SIGLEC8+,tumor,HBEGF,CD9,4.99E-115,0.856140771,2.415376464,338,313,4.41E-114
M2-SIGLEC8+,tumor,PLAU,ITGB5,4.99E-115,0.303081496,1.006279806,338,313,4.41E-114
M2-SIGLEC8+,tumor,VEGFA,EGFR,4.99E-115,0.131510552,2.945769346,338,313,4.41E-114
M2-SIGLEC8+,tumor,COPA,CD74,4.99E-115,6.410211684,2.013665259,338,313,4.41E-114
M2-SIGLEC8+,normal,SFTPA1,TLR2,6.64E-106,0.832210906,0.006664418,338,1329,5.36E-105
