source,target,ligand.complex,receptor.complex,aggregate_rank,mean_rank,sca.LRscore,sca.rank,natmi.edge_specificity,natmi.rank,connectome.weight_sc,connectome.rank
TAM_like_IFN (PD-L1+/IDO1+/CXCL9+),TAM_like_M2 (SIGLEC8+/CCL18+),GRN,SORT1,0.272942090694042,23141,0.886348960525137,16951,0.00857362868603308,32834,0.774391784976053,19638
CD8.TEMRA,TAM_like_SPP1,B2M,LILRB2,0.272958050484223,17331.3333333333,0.94057196106185,3862,0.00807942890166915,34548,0.955372717387184,13584
TAM_like_resident_M2 (iron metabolism/anti-inflammatory),TAM_like_SPP1,VCAN,TLR1,0.272958050484223,22996.3333333333,0.773977149685611,43824,0.0189176313069446,13584,1.0286341746258,11581
tumor_MPR,TAM_like_M2 (SIGLEC8+/CCL18+),SEMA3D,NRP1_PLXNA3,0.272975488574883,28566.3333333333,0.568970597718396,68538,0.0660766539775129,2285,0.914074670885395,14876
TAM_like_lipid (CCL18+/AKR+),TAM_like_lipid (CCL18+/AKR+),CALR,LRP1,0.273016912624613,17661,0.928920418086167,6255,0.00857312508687291,32837,0.945552668319057,13891
CD8.TPEX,TAM_like_IFN (PD-L1+/IDO1+/CXCL9+),CCL4,CCR5,0.273041856306467,21724.3333333333,0.899665269552293,13533,0.0142928247239288,18802,0.495295016439731,32838
Ciliated,TAM_like_stress (HSP-high/M1-like),GNAI2,C5AR1,0.273070087527405,21255,0.928826997299896,6276,0.00588979887170232,43902,0.955330944441009,13587
Ciliated,CD8.TPEX,APP,CD74,0.273091172811555,19745,0.949592632611899,2286,0.00811257225913058,34429,0.702267689993661,22520
TAM_like_lipid (CCL18+/AKR+),tumor_MPR,TIMP2,CD44,0.273116696467669,18070,0.935684336773426,4783,0.00857235614531007,32841,0.859840465193334,16586
CD8.TEX,TAM_like_M2 (SIGLEC8+/CCL18+),CD99,PILRA,0.273141646226771,23342.3333333333,0.898831972582033,13758,0.00857218453386773,32842,0.683141439714785,23427
TAM_like_lipid (CCL18+/AKR+),CD8.TPEX,TNFSF9,TNFRSF9,0.273141646226771,18364.6666666667,0.822182187710565,32842,0.0351068197781976,6166,0.875208994344451,16086
CD8.TEMRA,TAM_like_regulatory (glucocorticoid-responsive),CD47,SIRPA,0.273204027272122,22123.1666666667,0.898704909261225,13790.5,0.0085717271943643,32844.5,0.771944040282843,19734.5
TAM_like_regulatory (glucocorticoid-responsive),CD8.TEMRA,SIRPA,CD47,0.273204027272122,22123.1666666667,0.898704909261225,13790.5,0.0085717271943643,32844.5,0.771944040282843,19734.5
Ciliated,TAM_like_IFN (PD-L1+/IDO1+/CXCL9+),HLA-A,APLP2,0.273206853776521,43000,0.94958733565041,2287,0.0038256322835834,54736,-0.416230782119567,71977
tumor_MPR,CD8.TEMRA,COL7A1,ITGA1_ITGB1,0.273216504620826,20630,0.822171512563563,32845,0.0439105899666533,4442,0.658907455725365,24603
CD8.TEMRA,TAM_like_M2 (SIGLEC8+/CCL18+),ADAM10,GPNMB,0.273219499934968,22622,0.899430533469678,13591,0.00628530532668009,42034,1.00357400197758,12241
CD8.TEMRA,normal_MPR,GNAI2,CAV1,0.273241460457915,22024,0.878692293538888,18853,0.017984993061928,14373,0.495071629800457,32846
Ciliated,normal_MPR,SEMA3C,NRP2_PLXNA1,0.273256858336835,21833.3333333333,0.769963079514127,44627,0.0189062383858578,13592,1.22113527027467,7281
TAM_like_SPP1,CD8.CM,HLA-B,CD3D,0.273322531469828,26319.6666666667,0.949570010320119,2288,0.010559649261447,26943,0.216962333215108,49728
