source,target,ligand,receptor,prob_MPR,pval_MPR,prob_NMPR,pval_NMPR,presence
IFN-stimulated,CD8.TPEX,PGE2-PTGES2,PTGER4,,,0.00161261045208163,0,NMPR_only
M2-SIGLEC8+,CD8.TPEX,PGE2-PTGES2,PTGER4,,,0.00144538916026724,0,NMPR_only
MRC1+ M2-like,CD8.TPEX,PGE2-PTGES2,PTGER4,,,0.00105341464262417,0,NMPR_only
Resident M2,CD8.TPEX,PGE2-PTGES2,PTGER4,,,0.00183822753202368,0,NMPR_only
Resident M2,CD8.TEX,PGE2-PTGES3,PTGER4,,,0.0116706463585135,0,NMPR_only
CD8.TEX,M2-SIGLEC8+,PGE2-PTGES3,PTGER4,,,0.0108408567429897,0,NMPR_only
CD8.TPEX,M2-SIGLEC8+,PGE2-PTGES3,PTGER4,,,0.0280872693542334,0,NMPR_only
CD8.TEX,SPP1+ immunosuppressive,PGE2-PTGES3,PTGER4,,,0.0108204465542704,0,NMPR_only
CD8.TPEX,SPP1+ immunosuppressive,PGE2-PTGES3,PTGER4,,,0.028035309456048,0,NMPR_only
MRC1+ M2-like,CD8.TPEX,Cholesterol-DHCR24,RORA,,,0.00167340017706138,0,NMPR_only
IFN-stimulated,CD8.TPEX,Cholesterol-LIPA,RORA,,,0.0155525482088067,0,NMPR_only
M2-SIGLEC8+,CD8.TPEX,Cholesterol-LIPA,RORA,,,0.0233793967338297,0,NMPR_only
MRC1+ M2-like,CD8.TPEX,Cholesterol-LIPA,RORA,,,0.0228535745753994,0,NMPR_only
Resident M2,CD8.TPEX,Cholesterol-LIPA,RORA,,,0.0187072294206214,0,NMPR_only
SPP1+ immunosuppressive,CD8.TPEX,Cholesterol-LIPA,RORA,,,0.00930947240501432,0,NMPR_only
CD8.TEX,SPP1+ immunosuppressive,ENTPD1,TMIGD3,,,0.00312478160270299,0,NMPR_only
CD8.TPEX,SPP1+ immunosuppressive,ENTPD1,TMIGD3,,,0.000364968092429347,0,NMPR_only
CD8.TEX,Resident M2,PTPRC,MRC1,,,0.0447689005367383,0,NMPR_only
CD8.TPEX,Resident M2,PTPRC,MRC1,,,0.0442234886327741,0,NMPR_only
CD8.TEX,IFN-stimulated,CD6,ALCAM,,,0.0065115898770384,0,NMPR_only
CD8.TPEX,IFN-stimulated,CD6,ALCAM,,,0.00676969322589893,0,NMPR_only
CD8.TEX,M2-SIGLEC8+,CD6,ALCAM,,,0.0012851322115831,0,NMPR_only
CD8.TPEX,M2-SIGLEC8+,CD6,ALCAM,,,0.00133635033812861,0,NMPR_only
CD8.TEX,MRC1+ M2-like,CD6,ALCAM,,,0.0145139924793904,0,NMPR_only
CD8.TPEX,MRC1+ M2-like,CD6,ALCAM,,,0.0150844752256431,0,NMPR_only
CD8.TEX,Resident M2,CD6,ALCAM,,,0.000997253240579288,0,NMPR_only
CD8.TPEX,Resident M2,CD6,ALCAM,,,0.00103701004708486,0,NMPR_only
CD8.TEX,SPP1+ immunosuppressive,CD6,ALCAM,,,0.0113446190148543,0,NMPR_only
CD8.TPEX,SPP1+ immunosuppressive,CD6,ALCAM,,,0.0117920179132355,0,NMPR_only
SPP1+ immunosuppressive,CD8.TEX,CD80,CTLA4,,,0.00281382195410302,0,NMPR_only
SPP1+ immunosuppressive,CD8.TPEX,CD80,CTLA4,,,0.00227629403966422,0,NMPR_only
CD8.TPEX,Resident M2,CD99,PILRA,,,0.0441103868898287,0,NMPR_only
MRC1+ M2-like,CD8.TPEX,CD99,CD99,,,0.0786455172285655,0,NMPR_only
CD8.TPEX,MRC1+ M2-like,CD99,CD99,,,0.0786455172285655,0,NMPR_only
CD8.TEX,M2-SIGLEC8+,CD99,CD99L2,,,0.0137811828371617,0,NMPR_only
CD8.TPEX,M2-SIGLEC8+,CD99,CD99L2,,,0.0136210700943473,0,NMPR_only
CD8.TEX,SPP1+ immunosuppressive,CD99,CD99L2,,,0.00398364523644699,0,NMPR_only
CD8.TPEX,SPP1+ immunosuppressive,CD99,CD99L2,,,0.00393690799028409,0,NMPR_only
IFN-stimulated,CD8.TPEX,CDH1,ITGAE_ITGB7,,,0.0014643554010194,0,NMPR_only
M2-SIGLEC8+,CD8.TPEX,CDH1,ITGAE_ITGB7,,,0.00896530774955144,0,NMPR_only
MRC1+ M2-like,CD8.TPEX,CDH1,ITGAE_ITGB7,,,0.00366308314715613,0,NMPR_only
Resident M2,CD8.TPEX,CDH1,ITGAE_ITGB7,,,0.00544255240073146,0,NMPR_only
SPP1+ immunosuppressive,CD8.TPEX,CDH1,ITGAE_ITGB7,,,0.00118708438175478,0,NMPR_only
Resident M2,CD8.TEX,F11R,ITGAL_ITGB2,,,0.00740762460645666,0,NMPR_only
MRC1+ M2-like,CD8.TPEX,F11R,ITGAL_ITGB2,,,0.00666268776546883,0,NMPR_only
IFN-stimulated,CD8.TPEX,HLA-A,CD8B,,,0.0477523835339512,0,NMPR_only
M2-SIGLEC8+,CD8.TPEX,HLA-A,CD8B,,,0.0490418346019911,0,NMPR_only
MRC1+ M2-like,CD8.TPEX,HLA-A,CD8B,,,0.040781176783153,0,NMPR_only
Resident M2,CD8.TPEX,HLA-A,CD8B,,,0.0482458267509574,0,NMPR_only
SPP1+ immunosuppressive,CD8.TPEX,HLA-A,CD8B,,,0.0400695850189435,0,NMPR_only
IFN-stimulated,CD8.TPEX,HLA-B,CD8B,,,0.0454354263488681,0,NMPR_only
M2-SIGLEC8+,CD8.TPEX,HLA-B,CD8B,,,0.0450444249714046,0,NMPR_only
MRC1+ M2-like,CD8.TPEX,HLA-B,CD8B,,,0.0376336449519713,0,NMPR_only
Resident M2,CD8.TPEX,HLA-B,CD8B,,,0.0450372329310196,0,NMPR_only
SPP1+ immunosuppressive,CD8.TPEX,HLA-B,CD8B,,,0.0369995614603287,0,NMPR_only
IFN-stimulated,CD8.TPEX,HLA-C,CD8B,,,0.0469141809202763,0,NMPR_only
M2-SIGLEC8+,CD8.TPEX,HLA-C,CD8B,,,0.0467767258424137,0,NMPR_only
MRC1+ M2-like,CD8.TPEX,HLA-C,CD8B,,,0.0399840989289844,0,NMPR_only
Resident M2,CD8.TPEX,HLA-C,CD8B,,,0.0459919081423107,0,NMPR_only
SPP1+ immunosuppressive,CD8.TPEX,HLA-C,CD8B,,,0.04039745451536,0,NMPR_only
MRC1+ M2-like,CD8.TPEX,HLA-E,CD8B,,,0.0300841194821901,0,NMPR_only
CD8.TPEX,MRC1+ M2-like,HLA-DPB1,CD4,,,0.0577104449778467,0,NMPR_only
CD8.TPEX,Resident M2,HLA-DPB1,CD4,,,0.0668742061581144,0,NMPR_only
CD8.TEX,Resident M2,HLA-DQA1,CD4,,,0.0823279822348949,0,NMPR_only
CD8.TPEX,Resident M2,HLA-DQA1,CD4,,,0.0746141932705308,0,NMPR_only
CD8.TEX,IFN-stimulated,HLA-DRB5,CD4,,,0.027667263675142,0,NMPR_only
CD8.TPEX,IFN-stimulated,HLA-DRB5,CD4,,,0.0235922703776402,0,NMPR_only
CD8.TEX,M2-SIGLEC8+,HLA-DRB5,CD4,,,0.0319531179211992,0,NMPR_only
CD8.TPEX,M2-SIGLEC8+,HLA-DRB5,CD4,,,0.0272645797815124,0,NMPR_only
CD8.TEX,MRC1+ M2-like,HLA-DRB5,CD4,,,0.0262226567791976,0,NMPR_only
CD8.TPEX,MRC1+ M2-like,HLA-DRB5,CD4,,,0.0223555415370029,0,NMPR_only
CD8.TEX,Resident M2,HLA-DRB5,CD4,,,0.0305486105389814,0,NMPR_only
CD8.TPEX,Resident M2,HLA-DRB5,CD4,,,0.026060610279709,0,NMPR_only
CD8.TEX,SPP1+ immunosuppressive,HLA-DRB5,CD4,,,0.0371226280094904,0,NMPR_only
CD8.TPEX,SPP1+ immunosuppressive,HLA-DRB5,CD4,,,0.0317003978559154,0,NMPR_only
SPP1+ immunosuppressive,CD8.TPEX,NECTIN2,CD226,,,0.00441945127373809,0,NMPR_only
SPP1+ immunosuppressive,CD8.TEX,NECTIN2,TIGIT,,,0.0234675363138823,0,NMPR_only
SPP1+ immunosuppressive,CD8.TPEX,NECTIN2,TIGIT,,,0.0223049697283484,0,NMPR_only
CD8.TEX,Resident M2,SEMA4D,CD72,,,0.00277014751738199,0,NMPR_only
CD8.TPEX,Resident M2,SEMA4D,CD72,,,0.00629178471905482,0,NMPR_only
CD8.TPEX,IFN-stimulated,SEMA7A,PLXNC1,,,0.00557317358925731,0,NMPR_only
CD8.TPEX,M2-SIGLEC8+,SEMA7A,PLXNC1,,,0.0107007793333475,0,NMPR_only
CD8.TPEX,MRC1+ M2-like,SEMA7A,PLXNC1,,,0.00183605436986278,0,NMPR_only
CD8.TPEX,Resident M2,SEMA7A,PLXNC1,,,0.0130316665201849,0,NMPR_only
CD8.TPEX,SPP1+ immunosuppressive,SEMA7A,PLXNC1,,,0.00561887744169767,0,NMPR_only
Resident M2,CD8.TEX,SIGLEC1,SPN,,,0.035081145930201,0,NMPR_only
Resident M2,CD8.TPEX,SIGLEC1,SPN,,,0.0306473360204397,0,NMPR_only
IFN-stimulated,CD8.TEX,ITGA4_ITGB1,VCAM1,,,0.00484867914249615,0,NMPR_only
MRC1+ M2-like,CD8.TEX,ITGA4_ITGB1,VCAM1,,,0.00482290154871417,0,NMPR_only
SPP1+ immunosuppressive,CD8.TEX,ITGA4_ITGB1,VCAM1,,,0.00666028314098708,0,NMPR_only
IFN-stimulated,CD8.TPEX,ITGA4_ITGB1,VCAM1,,,0.00377642946192482,0,NMPR_only
MRC1+ M2-like,CD8.TPEX,ITGA4_ITGB1,VCAM1,,,0.00375633087575999,0,NMPR_only
SPP1+ immunosuppressive,CD8.TPEX,ITGA4_ITGB1,VCAM1,,,0.00518949974110258,0,NMPR_only
IFN-stimulated,CD8.TEX,ITGA4_ITGB7,VCAM1,,,0.00208567453971199,0,NMPR_only
IFN-stimulated,CD8.TPEX,ITGA4_ITGB7,VCAM1,,,0.00162344618865371,0,NMPR_only
IFN-stimulated,CD8.TEX,CD55,ADGRE5,,,0.00513235529037806,0,NMPR_only
M2-SIGLEC8+,CD8.TEX,CD55,ADGRE5,,,0.0130394313007282,0,NMPR_only
Resident M2,CD8.TEX,CD55,ADGRE5,,,0.0138659150485103,0,NMPR_only
SPP1+ immunosuppressive,CD8.TEX,CD55,ADGRE5,,,0.00647049274885977,0,NMPR_only
M2-SIGLEC8+,CD8.TPEX,CD55,ADGRE5,,,0.0105476792036365,0,NMPR_only
Resident M2,CD8.TPEX,CD55,ADGRE5,,,0.0112180223167855,0,NMPR_only
MRC1+ M2-like,CD8.TPEX,ITGAV_ITGB1,ADGRE5,,,0.0123421442438872,0,NMPR_only
Resident M2,CD8.TPEX,ITGAV_ITGB1,ADGRE5,,,0.021444524282418,0,NMPR_only
CD8.TEX,M2-SIGLEC8+,CRTAM,CADM1,,,0.00123912389588101,0,NMPR_only
CD8.TPEX,M2-SIGLEC8+,CRTAM,CADM1,,,0.00881796422951918,0,NMPR_only
CD8.TEX,Resident M2,CRTAM,CADM1,,,0.00114794482436168,0,NMPR_only
CD8.TPEX,Resident M2,CRTAM,CADM1,,,0.00817367149921899,0,NMPR_only
M2-SIGLEC8+,CD8.TEX,CCL3,CCR1,,,0.00888901108098021,0.01,NMPR_only
CD8.TEX,M2-SIGLEC8+,ANXA1,FPR1,,,0.0280875094984882,0.01,NMPR_only
M2-SIGLEC8+,CD8.TPEX,F11R,ITGAL_ITGB2,,,0.00984303641638098,0.01,NMPR_only
SPP1+ immunosuppressive,CD8.TPEX,CD55,ADGRE5,,,0.0052273743595172,0.03,NMPR_only
M2-SIGLEC8+,CD8.TPEX,PGE2-PTGES3,PTGER4,,,0.011003715902546,0.04,NMPR_only
