tam_state,signature,p_value,median_MPR,median_nonMPR,p_adj
Resident M2,HALLMARK_INTERFERON_GAMMA_RESPONSE,3.15E-34,0.143999643,0.173942479,3.15E-33
Resident M2,HALLMARK_COAGULATION,2.42E-32,0.073038717,0.092527443,2.01E-31
Resident M2,HALLMARK_MYC_TARGETS_V2,1.21E-30,0.045597908,0.06490286,8.66E-30
Resident M2,HALLMARK_ANGIOGENESIS,9.05E-30,0.045674429,0.085658304,5.66E-29
Resident M2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.15E-27,0.072363344,0.086850661,6.39E-27
Resident M2,HALLMARK_CHOLESTEROL_HOMEOSTASIS,1.22E-25,0.09968122,0.121342111,6.08E-25
Resident M2,HALLMARK_IL2_STAT5_SIGNALING,1.03E-24,0.092189519,0.108470926,4.67E-24
Resident M2,HALLMARK_UV_RESPONSE_UP,1.25E-23,0.127070162,0.145321223,5.20E-23
Resident M2,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,9.45E-23,0.115369284,0.134837697,3.64E-22
Resident M2,HALLMARK_GLYCOLYSIS,6.55E-21,0.056727403,0.06810468,2.34E-20
Resident M2,HALLMARK_APOPTOSIS,7.40E-21,0.146339168,0.163470251,2.47E-20
Resident M2,HALLMARK_INFLAMMATORY_RESPONSE,1.22E-20,0.113254734,0.135369775,3.80E-20
Resident M2,HALLMARK_APICAL_JUNCTION,3.13E-18,0.062399071,0.072381208,9.22E-18
Resident M2,HALLMARK_PEROXISOME,2.29E-17,0.054669855,0.063841836,6.35E-17
Resident M2,HALLMARK_HYPOXIA,3.19E-17,0.12494105,0.140269739,8.38E-17
Resident M2,HALLMARK_ADIPOGENESIS,5.24E-17,0.068758485,0.080335834,1.31E-16
Resident M2,HALLMARK_KRAS_SIGNALING_UP,1.77E-16,0.086697035,0.095789568,4.22E-16
Resident M2,HALLMARK_APICAL_SURFACE,1.15E-15,0.041970466,0.052745731,2.61E-15
Resident M2,HALLMARK_PROTEIN_SECRETION,6.35E-15,0.088496814,0.10145575,1.38E-14
Resident M2,HALLMARK_ESTROGEN_RESPONSE_LATE,2.01E-14,0.056922115,0.064686495,4.18E-14
Resident M2,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1.83E-13,0.255030368,0.287789389,3.66E-13
Resident M2,HALLMARK_ALLOGRAFT_REJECTION,4.18E-13,0.147843873,0.16159164,8.03E-13
Resident M2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,2.47E-11,0.102420507,0.127531261,4.58E-11
Resident M2,HALLMARK_P53_PATHWAY,1.21E-10,0.122600929,0.131722937,2.16E-10
Resident M2,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1.97E-10,0.121757177,0.137146316,3.39E-10
Resident M2,HALLMARK_PI3K_AKT_MTOR_SIGNALING,8.82E-10,0.109691644,0.120373844,1.47E-09
Resident M2,HALLMARK_MYC_TARGETS_V1,6.05E-09,0.160130404,0.173228832,9.76E-09
Resident M2,HALLMARK_MYOGENESIS,1.86E-08,0.043813862,0.048156484,2.90E-08
Resident M2,HALLMARK_XENOBIOTIC_METABOLISM,9.27E-05,0.048076099,0.052054305,0.000140485
Resident M2,HALLMARK_TGF_BETA_SIGNALING,0.000366796,0.12467459,0.136137836,0.000539406
Resident M2,HALLMARK_DNA_REPAIR,0.000540035,0.051669592,0.055555166,0.000771478
Resident M2,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.001474369,0.122675098,0.128033425,0.002047734
Resident M2,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.009115362,0.042843873,0.046978385,0.012038591
Resident M2,HALLMARK_SPERMATOGENESIS,0.00914933,0.01020329,0.009516605,0.012038591
Resident M2,HALLMARK_UV_RESPONSE_DN,0.02649341,0.051731854,0.048867727,0.033965911
Resident M2,HALLMARK_ANDROGEN_RESPONSE,0.052898257,0.096973673,0.093008835,0.066122821
Resident M2,HALLMARK_G2M_CHECKPOINT,0.109150719,0.063422651,0.060979814,0.133110633
Resident M2,HALLMARK_E2F_TARGETS,0.147301656,0.037938549,0.039177385,0.175359114
Resident M2,HALLMARK_NOTCH_SIGNALING,0.521008971,0.042509269,0.045553168,0.605824385
Resident M2,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.577913944,0.026643799,0.023950432,0.656720391
Resident M2,HALLMARK_HEME_METABOLISM,0.687074205,0.053010004,0.052767953,0.746819788
Resident M2,HALLMARK_KRAS_SIGNALING_DN,0.687004908,0.020217935,0.019909789,0.746819788
Resident M2,HALLMARK_HEDGEHOG_SIGNALING,0.826214774,0.04083699,0.042646342,0.872565761
Resident M2,HALLMARK_MITOTIC_SPINDLE,0.83766313,0.052654343,0.053289663,0.872565761
Resident M2,HALLMARK_BILE_ACID_METABOLISM,0.858740203,0.023640457,0.023651282,0.876265513
Resident M2,HALLMARK_PANCREAS_BETA_CELLS,0.968195343,0.041027374,0.041766644,0.968195343
Stress-response,HALLMARK_UV_RESPONSE_UP,9.38E-14,0.107946925,0.144480237,4.69E-12
Stress-response,HALLMARK_INFLAMMATORY_RESPONSE,5.83E-12,0.083578064,0.10954448,1.46E-10
Stress-response,HALLMARK_P53_PATHWAY,1.94E-11,0.116127188,0.134842801,3.23E-10
Stress-response,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,3.97E-11,0.104762693,0.132816956,4.97E-10
Stress-response,HALLMARK_MTORC1_SIGNALING,1.16E-10,0.12377099,0.145010718,1.16E-09
Stress-response,HALLMARK_COMPLEMENT,1.52E-10,0.125807431,0.151161129,1.26E-09
Stress-response,HALLMARK_APOPTOSIS,7.32E-10,0.13378987,0.158993517,5.23E-09
Stress-response,HALLMARK_INTERFERON_GAMMA_RESPONSE,3.78E-09,0.118987138,0.149496249,2.10E-08
Stress-response,HALLMARK_XENOBIOTIC_METABOLISM,3.64E-09,0.051068239,0.065071454,2.10E-08
Stress-response,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1.05E-07,0.182132905,0.232454448,5.24E-07
Stress-response,HALLMARK_KRAS_SIGNALING_UP,1.16E-07,0.069916041,0.082445516,5.26E-07
Stress-response,HALLMARK_ADIPOGENESIS,1.63E-07,0.079083601,0.097393712,6.81E-07
Stress-response,HALLMARK_INTERFERON_ALPHA_RESPONSE,2.05E-07,0.101735739,0.130610244,7.33E-07
Stress-response,HALLMARK_OXIDATIVE_PHOSPHORYLATION,2.02E-07,0.127052519,0.172752769,7.33E-07
Stress-response,HALLMARK_IL2_STAT5_SIGNALING,2.32E-07,0.089100861,0.101907753,7.75E-07
Stress-response,HALLMARK_IL6_JAK_STAT3_SIGNALING,1.07E-06,0.080479506,0.106459991,3.14E-06
Stress-response,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1.03E-06,0.141508129,0.167478381,3.14E-06
Stress-response,HALLMARK_ESTROGEN_RESPONSE_LATE,2.37E-06,0.057851018,0.066418364,6.57E-06
Stress-response,HALLMARK_PROTEIN_SECRETION,5.42E-06,0.085120278,0.099824894,1.43E-05
Stress-response,HALLMARK_MYC_TARGETS_V1,1.95E-05,0.166877456,0.186622008,4.88E-05
Stress-response,HALLMARK_CHOLESTEROL_HOMEOSTASIS,2.29E-05,0.11033033,0.132543313,5.46E-05
Stress-response,HALLMARK_FATTY_ACID_METABOLISM,2.64E-05,0.072222296,0.082868842,6.00E-05
Stress-response,HALLMARK_ALLOGRAFT_REJECTION,5.48E-05,0.129851733,0.142236513,0.000119134
Stress-response,HALLMARK_PI3K_AKT_MTOR_SIGNALING,6.72E-05,0.109629118,0.119268108,0.000139921
Stress-response,HALLMARK_HYPOXIA,0.000183128,0.132593783,0.142670597,0.000366255
Stress-response,HALLMARK_APICAL_SURFACE,0.000227016,0.043285648,0.054837717,0.000420399
Stress-response,HALLMARK_TGF_BETA_SIGNALING,0.000226845,0.106105766,0.118933535,0.000420399
Stress-response,HALLMARK_DNA_REPAIR,0.000330343,0.057676378,0.065672166,0.000589898
Stress-response,HALLMARK_GLYCOLYSIS,0.000496668,0.06810468,0.076909611,0.000856325
Stress-response,HALLMARK_ANGIOGENESIS,0.001852575,0.085255184,0.098426895,0.003087626
Stress-response,HALLMARK_APICAL_JUNCTION,0.002790888,0.061920329,0.067801,0.004501433
Stress-response,HALLMARK_ANDROGEN_RESPONSE,0.005139341,0.07630732,0.084305325,0.007679617
Stress-response,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.00522214,0.085423365,0.091964987,0.007679617
Stress-response,HALLMARK_MITOTIC_SPINDLE,0.005051736,0.048670136,0.041934673,0.007679617
Stress-response,HALLMARK_PANCREAS_BETA_CELLS,0.006830558,0.035890504,0.04408584,0.009757941
Stress-response,HALLMARK_MYC_TARGETS_V2,0.011058904,0.056197165,0.062376156,0.015359589
Stress-response,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.011546244,0.034992855,0.040853876,0.015603032
Stress-response,HALLMARK_PEROXISOME,0.013131566,0.063624286,0.068450246,0.017278376
Stress-response,HALLMARK_HEME_METABOLISM,0.016714174,0.048251161,0.050768131,0.021428428
Stress-response,HALLMARK_COAGULATION,0.076128045,0.084674458,0.092125992,0.095160056
Stress-response,HALLMARK_E2F_TARGETS,0.084974758,0.04111647,0.03742408,0.103627754
Stress-response,HALLMARK_BILE_ACID_METABOLISM,0.098628158,0.024605374,0.025783685,0.117414473
Stress-response,HALLMARK_G2M_CHECKPOINT,0.13056655,0.052445516,0.05026438,0.15182157
Stress-response,HALLMARK_HEDGEHOG_SIGNALING,0.213768615,0.02081224,0.025696554,0.242918881
Stress-response,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.304665599,0.017182795,0.022247452,0.338517332
Stress-response,HALLMARK_MYOGENESIS,0.32794646,0.040501965,0.043838871,0.356463544
Stress-response,HALLMARK_NOTCH_SIGNALING,0.378052076,0.041519211,0.041403354,0.402183059
Stress-response,HALLMARK_SPERMATOGENESIS,0.403195462,0.010684358,0.011064556,0.419995273
Stress-response,HALLMARK_UV_RESPONSE_DN,0.527666088,0.043413115,0.044767951,0.538434784
Stress-response,HALLMARK_KRAS_SIGNALING_DN,0.999847342,0.011539836,0.011411218,0.999847342
