cell,CytoTRACE2_Score,CytoTRACE2_Potency,scevan_group,response,cell_type
BD_immune03_432206,0.619739482923062,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_599766,0.630818242332542,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_164628,0.536391428271887,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_261720,0.566915901847773,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_876207,0.463108722242225,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_199274,0.579419293735017,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_424493,0.649120353371359,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_53606,0.579804742134549,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_278780,0.626348510300147,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_745171,0.595521265647773,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_106576,0.593752902268587,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_21406,0.537841647493898,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_473768,0.64354002088912,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_835127,0.55538012674991,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_731484,0.0532619436350354,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_122162,0.634442677036401,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_203362,0.475368584757191,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_445856,0.60960235415603,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_662860,0.616510160123155,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_412575,0.596141814551356,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_531375,0.5702144074528,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_332506,0.592779910252402,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_404173,0.59483841323361,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_604856,0.588211160725084,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_279821,0.57133108060884,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_811253,0.574326342348406,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_658762,0.592829264603181,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_825158,0.571009227893474,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_188086,0.567699596059809,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_764079,0.288761817591538,Unipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_379752,0.448705169503262,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_857401,0.557437657154615,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_589180,0.397094620729946,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_736038,0.443923708280614,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_386850,0.0638837152220504,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_72103,0.581725571331961,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_712669,0.658087310826118,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_857095,0.651046904175436,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_682940,0.545283537671789,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_871084,0.567027335117056,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_745130,0.563905767898854,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_18025,0.570106591726351,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_861179,0.596383885571034,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_62786,0.626867941845894,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_309875,0.604420019345479,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_485305,0.645318933981713,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_698635,0.582722909465969,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_450484,0.643183268700524,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_21904,0.612548936683387,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_264427,0.594966614373354,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_188194,0.610140328797611,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_129881,0.463615440583764,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_879651,0.563848045225921,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_73201,0.485767137958545,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_36749,0.565708670632896,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_629469,0.467781802067025,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_812182,0.444487425227402,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_799194,0.081849058124007,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_612427,0.571516406639329,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_785902,0.613022892053901,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_383068,0.583807821581276,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_726383,0.642820908411582,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_35097,0.57500133725983,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_305029,0.460383010098354,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_238580,0.0713905211166846,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_341896,0.554888644156389,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_523985,0.635162492099585,Multipotent,,MPR,Tumor_epithelial_basal
BD_immune03_494344,0.586401465632388,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_440723,0.61077627196141,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_180569,0.566027896407101,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_862092,0.643871119928761,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_843264,0.116213896279355,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_717585,0.612295347194021,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_214939,0.526295577033664,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_191785,0.49117133515626,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_57114,0.542714223220873,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_675680,0.554284847268889,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_864756,0.650663283825415,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_594129,0.520513397926903,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_289538,0.568123029989622,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_540577,0.568499287924691,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_541986,0.642350043159163,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_93942,0.646316466602545,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_588453,0.647025834309211,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_297081,0.486602564390288,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_631632,0.547209723257275,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_218592,0.548378050755804,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_6914,0.117248964688376,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_322469,0.564796174210599,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_431451,0.60601570561918,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_53502,0.537158268227574,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_646720,0.51193621768227,Multipotent,,MPR,Tumor_epithelial_basal
BD_immune03_649733,0.431384151326599,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_882602,0.536264235031646,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_762561,0.473770628958556,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_177635,0.600348612279207,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_237098,0.657859967190504,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_381940,0.0463108863229547,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_510199,0.136017691472814,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_818447,0.610545044539445,Multipotent,,MPR,Tumor_epithelial_basal
BD_immune03_52497,0.469195209499867,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_509878,0.62317465043329,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_721622,0.383780232673996,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_845563,0.458312187018638,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_234717,0.411223272546079,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_734130,0.548049056032434,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_322683,0.479269210788177,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_444502,0.528369651437126,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_300019,0.545730048675671,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_816380,0.543488843520256,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_23422,0.564771306093554,Multipotent,,MPR,Tumor_epithelial_basal
BD_immune03_576054,0.539917417803568,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_5768,0.462340094215295,Oligopotent,,MPR,Tumor_epithelial_basal
BD_immune03_563384,0.463939144345958,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_133637,0.474870662931556,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_647940,0.428115959829832,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_566713,0.410514828957051,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_767573,0.588389733716283,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_757170,0.450681058243351,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_210257,0.602700665357958,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_411761,0.567275617637149,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_371054,0.478123002301699,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_242930,0.616141193982575,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_882339,0.564594704443393,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_657565,0.548476353356871,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_104899,0.575414211061179,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_14947,0.587301241399554,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_766297,0.463134581663185,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_800285,0.538940058716404,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_613243,0.481550946230217,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_480368,0.580225726940211,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_67504,0.56611109597876,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_458596,0.615537184616433,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_55699,0.0598662689365676,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_361199,0.646544511887403,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_168410,0.447509760020324,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_196465,0.485668178843785,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_265570,0.523508887774191,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_371850,0.592713114006034,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_883538,0.562948622102211,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_655011,0.612675903002505,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_88047,0.607832994035939,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_449049,0.573282460302608,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_541039,0.558972718887378,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_339231,0.57165095303906,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_338359,0.508004203896341,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_727841,0.488258342355205,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_430637,0.486086977719395,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_74541,0.100865270942017,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_126139,0.545157405339604,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_279622,0.592042564301931,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_138113,0.53106828501938,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_793302,0.398055981701475,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_756629,0.483848346227248,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_360603,0.0657018958342683,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_233885,0.650567335869013,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_501031,0.528648092977691,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_337442,0.594906654733502,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_755647,0.536896314147554,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_350243,0.565708026012121,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_358779,0.656596515567319,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_124833,0.573539512338545,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_439886,0.620362636174572,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_881505,0.456165157242171,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_820668,0.133448073714339,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_460144,0.536058343680022,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_227982,0.132429989122433,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_1431,0.0985536361533377,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_733242,0.659234274370133,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_8808,0.565458244664125,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_62820,0.563834229931801,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_555621,0.574174291512176,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_588674,0.457542826807961,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_821672,0.53316817737486,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_57194,0.0900530860097232,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_325865,0.538868541907959,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_75445,0.620404252224596,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_556761,0.659956704438506,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_81307,0.0643006654761561,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_724441,0.474679974475578,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_715604,0.624185986607259,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_874882,0.465340180405622,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_753623,0.486742397169775,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_847118,0.51978663387757,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_244564,0.543937065666141,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_376677,0.422299011158231,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_867225,0.524783347220949,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_634668,0.110547932835955,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_562215,0.518785999265328,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_616094,0.135871325098331,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_592068,0.621765493567466,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_460064,0.555706290931071,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_129389,0.0718771597503759,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_794082,0.47914495142492,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_609218,0.523476324456273,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_677823,0.175344332811854,Unipotent,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_747054,0.532174333766041,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_877014,0.501256303757631,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_297659,0.601615662178579,Multipotent,,MPR,Tumor_epithelial_basal
BD_immune03_690459,0.614470595011202,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_509162,0.544086774476614,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_107714,0.47413204768472,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_833248,0.134494228920017,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_605648,0.113735471006046,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_598870,0.225917896801939,Unipotent,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_849264,0.590177420381409,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_522326,0.482688431763585,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_143260,0.203635010434658,Unipotent,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_315640,0.554337747665345,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_296978,0.493435904248975,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_61879,0.116454515885343,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_176336,0.496650044929489,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_122998,0.527938835321025,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_8786,0.177801657057791,Unipotent,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_788290,0.52686588262539,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_248350,0.0669686259216255,Differentiated,Ciliated,MPR,Ciliated_epithelial
BD_immune03_363479,0.121146592737629,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_524132,0.479977733079321,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_242960,0.489125843327162,Oligopotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_422195,0.545951022516783,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_680787,0.50866896734968,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_63271,0.040170323900146,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_9196,0.537238408416234,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_362788,0.152421600252612,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_723770,0.100721080554774,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_388582,0.0714997626412214,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_829838,0.140637777596678,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_855588,0.601203747475831,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_141370,0.111521964032893,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_594085,0.0446595175937749,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_22349,0.0719951408905767,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_698089,0.150090486155815,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_685879,0.0990574818662242,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_516905,0.152901818686546,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_576449,0.439684868841419,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_711995,0.453798236750687,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_738486,0.147074144088579,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_479724,0.626558290018703,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_144995,0.0962298833898526,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_380019,0.107394613534354,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_109107,0.225411294232171,Unipotent,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_58079,0.0685935083015559,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_490597,0.487053694984474,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_198237,0.0923875869850398,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_317885,0.43069524771769,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_389078,0.100127970196312,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_239446,0.613765406717173,Multipotent,tumor_MPR,MPR,Tumor_epithelial_basal
BD_immune03_719961,0.0217511900460701,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_439546,0.124010504856383,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_337281,0.470659480854224,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_676358,0.111661178582318,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_827670,0.466106819177946,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_688047,0.0983430839814936,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_620367,0.370691506018566,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_799415,0.513998541043971,Multipotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_592102,0.129199508815223,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_605834,0.112661095171038,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_850167,0.114252425209108,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_558353,0.103948819886538,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_542457,0.469296640372814,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_319776,0.143669139010483,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_496704,0.130038919846228,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_384150,0.200847323284159,Unipotent,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_665808,0.577124127172243,Multipotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_129144,0.489396869257037,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_451296,0.465607347803283,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_162979,0.455620153849615,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_210814,0.438553061886281,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_518500,0.0321518910276004,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_197719,0.143334134904029,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_797433,0.479060648289176,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_488481,0.522122072383298,Multipotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_57265,0.475249132289515,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_595410,0.479467986225006,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_653278,0.472536470840273,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_524603,0.491905249129582,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_535928,0.47265232721425,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_273768,0.522552201234062,Multipotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_428111,0.523986950315535,Multipotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_684545,0.493314434291648,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_151452,0.505664276754706,Multipotent,normal_MPR,MPR,Tumor_epithelial_basal
BD_immune03_15605,0.126035683044615,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_688512,0.111227634747663,Differentiated,normal_MPR,MPR,Tumor_epithelial_AT2
BD_immune03_181030,0.420613128090316,Oligopotent,normal_MPR,MPR,Tumor_epithelial_basal
