source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
CD8.CM,Classical Mono-derived,TGFB1,TGFbR1_R2,0.008365095980357,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.EM,Classical Mono-derived,TGFB1,TGFbR1_R2,0.00748163756475541,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.MAIT,Classical Mono-derived,TGFB1,TGFbR1_R2,0.0114658312014497,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.NaiveLike,Classical Mono-derived,TGFB1,TGFbR1_R2,0.0069929568603171,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEMRA,Classical Mono-derived,TGFB1,TGFbR1_R2,0.00298205970635141,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEX,Classical Mono-derived,TGFB1,TGFbR1_R2,0.0066776193337346,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TPEX,Classical Mono-derived,TGFB1,TGFbR1_R2,0.00742146803497637,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Classical Mono-derived,Classical Mono-derived,TGFB1,TGFbR1_R2,0.00885193635222136,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
IFN-stimulated,Classical Mono-derived,TGFB1,TGFbR1_R2,0.00926418776824872,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Inflammatory Mono-derived,Classical Mono-derived,TGFB1,TGFbR1_R2,0.0079422644689947,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Lipid-associated,Classical Mono-derived,TGFB1,TGFbR1_R2,0.00641256673034387,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Proliferating,Classical Mono-derived,TGFB1,TGFbR1_R2,0.00574079636585794,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Resident M2,Classical Mono-derived,TGFB1,TGFbR1_R2,0.00775424928728008,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Stress-response,Classical Mono-derived,TGFB1,TGFbR1_R2,0.0058716336801699,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.CM,IFN-stimulated,TGFB1,TGFbR1_R2,0.00689791344143838,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.EM,IFN-stimulated,TGFB1,TGFbR1_R2,0.00616844391158361,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.MAIT,IFN-stimulated,TGFB1,TGFbR1_R2,0.00945998840155381,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.NaiveLike,IFN-stimulated,TGFB1,TGFbR1_R2,0.00576503931062632,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEMRA,IFN-stimulated,TGFB1,TGFbR1_R2,0.00245668710129943,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEX,IFN-stimulated,TGFB1,TGFbR1_R2,0.00550476604200373,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TPEX,IFN-stimulated,TGFB1,TGFbR1_R2,0.00611877036340066,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Classical Mono-derived,IFN-stimulated,TGFB1,TGFbR1_R2,0.00729999382463401,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
IFN-stimulated,IFN-stimulated,TGFB1,TGFbR1_R2,0.00764052550771612,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Inflammatory Mono-derived,IFN-stimulated,TGFB1,TGFbR1_R2,0.00654929489419785,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Lipid-associated,IFN-stimulated,TGFB1,TGFbR1_R2,0.00528601939030217,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Proliferating,IFN-stimulated,TGFB1,TGFbR1_R2,0.00473170232887036,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Resident M2,IFN-stimulated,TGFB1,TGFbR1_R2,0.00639351445070514,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Stress-response,IFN-stimulated,TGFB1,TGFbR1_R2,0.00483990204794237,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.CM,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.00665281678353768,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.EM,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.00594935928945221,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.MAIT,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.00912335775581767,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.NaiveLike,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.00556033023177482,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEMRA,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.00236962046467972,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEX,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.00530932839165359,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TPEX,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.00590145624655464,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Classical Mono-derived,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.00704055009357237,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
IFN-stimulated,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.00736892569155517,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Inflammatory Mono-derived,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.00631658044332105,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Lipid-associated,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.00509837175697779,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Proliferating,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.0045637862522748,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Resident M2,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.00616640640872877,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Stress-response,Inflammatory Mono-derived,TGFB1,TGFbR1_R2,0.00466811164302041,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.CM,Lipid-associated,TGFB1,TGFbR1_R2,0.00777669107752169,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.EM,Lipid-associated,TGFB1,TGFbR1_R2,0.00695493970880411,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.MAIT,Lipid-associated,TGFB1,TGFbR1_R2,0.0106616640833948,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.NaiveLike,Lipid-associated,TGFB1,TGFbR1_R2,0.00650043619307281,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEMRA,Lipid-associated,TGFB1,TGFbR1_R2,0.0027712420125941,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEX,Lipid-associated,TGFB1,TGFbR1_R2,0.00620716936220875,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TPEX,Lipid-associated,TGFB1,TGFbR1_R2,0.00689897659471663,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Classical Mono-derived,Lipid-associated,TGFB1,TGFbR1_R2,0.0082295710574213,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
IFN-stimulated,Lipid-associated,TGFB1,TGFbR1_R2,0.00861308962237173,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Inflammatory Mono-derived,Lipid-associated,TGFB1,TGFbR1_R2,0.00738362484897754,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Lipid-associated,Lipid-associated,TGFB1,TGFbR1_R2,0.00596067812421027,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Proliferating,Lipid-associated,TGFB1,TGFbR1_R2,0.00533599266495493,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Resident M2,Lipid-associated,TGFB1,TGFbR1_R2,0.00720849929451537,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Stress-response,Lipid-associated,TGFB1,TGFbR1_R2,0.00545776724149991,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.CM,Proliferating,TGFB1,TGFbR1_R2,0.00821155839607572,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.EM,Proliferating,TGFB1,TGFbR1_R2,0.00734419536911358,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.MAIT,Proliferating,TGFB1,TGFbR1_R2,0.0112560270268983,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.NaiveLike,Proliferating,TGFB1,TGFbR1_R2,0.00686442993504914,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEMRA,Proliferating,TGFB1,TGFbR1_R2,0.00292703369820301,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEX,Proliferating,TGFB1,TGFbR1_R2,0.00655484989114095,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TPEX,Proliferating,TGFB1,TGFbR1_R2,0.00728512307658033,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Classical Mono-derived,Proliferating,TGFB1,TGFbR1_R2,0.00868954133376317,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
IFN-stimulated,Proliferating,TGFB1,TGFbR1_R2,0.00909429910152699,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Inflammatory Mono-derived,Proliferating,TGFB1,TGFbR1_R2,0.00779649413478292,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Lipid-associated,Proliferating,TGFB1,TGFbR1_R2,0.0062946394555878,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Proliferating,Proliferating,TGFB1,TGFbR1_R2,0.00563515290091126,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Resident M2,Proliferating,TGFB1,TGFbR1_R2,0.00761183745758537,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Stress-response,Proliferating,TGFB1,TGFbR1_R2,0.00576362745610028,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.CM,Resident M2,TGFB1,TGFbR1_R2,0.0151369233191215,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.EM,Resident M2,TGFB1,TGFbR1_R2,0.0135480466741358,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.MAIT,Resident M2,TGFB1,TGFbR1_R2,0.0206954214572995,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.NaiveLike,Resident M2,TGFB1,TGFbR1_R2,0.0126681817317404,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEMRA,Resident M2,TGFB1,TGFbR1_R2,0.0054199556681982,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEX,Resident M2,TGFB1,TGFbR1_R2,0.0121000463495499,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TPEX,Resident M2,TGFB1,TGFbR1_R2,0.0134397499371764,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Classical Mono-derived,Resident M2,TGFB1,TGFbR1_R2,0.0160115138034324,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
IFN-stimulated,Resident M2,TGFB1,TGFbR1_R2,0.0167515648373665,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Inflammatory Mono-derived,Resident M2,TGFB1,TGFbR1_R2,0.014371277775968,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Lipid-associated,Resident M2,TGFB1,TGFbR1_R2,0.0116222813764558,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Proliferating,Resident M2,TGFB1,TGFbR1_R2,0.0104104678337023,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Resident M2,Resident M2,TGFB1,TGFbR1_R2,0.014038576276158,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Stress-response,Resident M2,TGFB1,TGFbR1_R2,0.010644062221092,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.CM,Stress-response,TGFB1,TGFbR1_R2,0.006347816687324,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.EM,Stress-response,TGFB1,TGFbR1_R2,0.00567637838136308,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.MAIT,Stress-response,TGFB1,TGFbR1_R2,0.00870633939725761,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.NaiveLike,Stress-response,TGFB1,TGFbR1_R2,0.00530508017769843,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEMRA,Stress-response,TGFB1,TGFbR1_R2,0.00226042450747715,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TEX,Stress-response,TGFB1,TGFbR1_R2,0.00506552716722661,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
CD8.TPEX,Stress-response,TGFB1,TGFbR1_R2,0.00563065772268421,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Classical Mono-derived,Stress-response,TGFB1,TGFbR1_R2,0.00671792495044294,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
IFN-stimulated,Stress-response,TGFB1,TGFbR1_R2,0.00703138668847143,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Inflammatory Mono-derived,Stress-response,TGFB1,TGFbR1_R2,0.00602700744013743,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Lipid-associated,Stress-response,TGFB1,TGFbR1_R2,0.00486419817902145,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Proliferating,Stress-response,TGFB1,TGFbR1_R2,0.00435403210846044,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Resident M2,Stress-response,TGFB1,TGFbR1_R2,0.00588354036431164,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Stress-response,Stress-response,TGFB1,TGFbR1_R2,0.00445364900579975,0,TGFB1_TGFBR1_TGFBR2,TGFB1 - (TGFBR1+TGFBR2),TGFb,Secreted Signaling,KEGG: hsa04350
Classical Mono-derived,Inflammatory Mono-derived,VEGFA,FLT1,0.00165439751905211,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
IFN-stimulated,Inflammatory Mono-derived,VEGFA,FLT1,0.00434407830492051,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Inflammatory Mono-derived,Inflammatory Mono-derived,VEGFA,FLT1,0.00664035871214967,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Proliferating,Inflammatory Mono-derived,VEGFA,FLT1,0.00124715808034933,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Resident M2,Inflammatory Mono-derived,VEGFA,FLT1,0.00463757051311348,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Stress-response,Inflammatory Mono-derived,VEGFA,FLT1,0.00152105040715958,0,VEGFA_VEGFR1,VEGFA - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Classical Mono-derived,Inflammatory Mono-derived,VEGFB,FLT1,0.000969504456871645,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
IFN-stimulated,Inflammatory Mono-derived,VEGFB,FLT1,0.00107324039703845,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Inflammatory Mono-derived,Inflammatory Mono-derived,VEGFB,FLT1,0.00136915553062658,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Lipid-associated,Inflammatory Mono-derived,VEGFB,FLT1,0.00180722465854023,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Proliferating,Inflammatory Mono-derived,VEGFB,FLT1,0.00103571815752398,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Resident M2,Inflammatory Mono-derived,VEGFB,FLT1,0.00124394988331835,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
Stress-response,Inflammatory Mono-derived,VEGFB,FLT1,0.00142391762731232,0,VEGFB_VEGFR1,VEGFB - VEGFR1,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
CD8.CM,Classical Mono-derived,CCL5,CCR1,0.024788152284425,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.EM,Classical Mono-derived,CCL5,CCR1,0.0272545510142165,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.MAIT,Classical Mono-derived,CCL5,CCR1,0.0200971182052503,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.NaiveLike,Classical Mono-derived,CCL5,CCR1,0.011988560415515,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.TEMRA,Classical Mono-derived,CCL5,CCR1,0.0269535070985967,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.TEX,Classical Mono-derived,CCL5,CCR1,0.0269154780759164,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.TPEX,Classical Mono-derived,CCL5,CCR1,0.0215783898753829,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
IFN-stimulated,Classical Mono-derived,CCL5,CCR1,0.00129410731446288,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
Proliferating,Classical Mono-derived,CCL5,CCR1,0.00299029999096562,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.CM,IFN-stimulated,CCL5,CCR1,0.0255010807698593,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.EM,IFN-stimulated,CCL5,CCR1,0.0280363759067251,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.MAIT,IFN-stimulated,CCL5,CCR1,0.0206779892825864,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.NaiveLike,IFN-stimulated,CCL5,CCR1,0.0123380190879602,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.TEMRA,IFN-stimulated,CCL5,CCR1,0.0277269423878812,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.TEX,IFN-stimulated,CCL5,CCR1,0.0276878531674664,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.TPEX,IFN-stimulated,CCL5,CCR1,0.0222011044466696,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
IFN-stimulated,IFN-stimulated,CCL5,CCR1,0.00133225004391701,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
Proliferating,IFN-stimulated,CCL5,CCR1,0.00307828248459306,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.CM,Inflammatory Mono-derived,CCL5,CCR1,0.022213279417496,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
CD8.EM,Inflammatory Mono-derived,CCL5,CCR1,0.0244298985952249,0,CCL5_CCR1,CCL5 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
