source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
Resident M2,Lipid-associated,C3,ITGAX_ITGB2,0.00862261363614913,0,C3_ITGAX_ITGB2,C3 - (ITGAX+ITGB2),COMPLEMENT,Secreted Signaling,PMID: 16234578
Resident M2,Resident M2,C3,ITGAX_ITGB2,0.0110474950577588,0,C3_ITGAX_ITGB2,C3 - (ITGAX+ITGB2),COMPLEMENT,Secreted Signaling,PMID: 16234578
Resident M2,Stress-response,C3,ITGAX_ITGB2,0.00739516151711206,0,C3_ITGAX_ITGB2,C3 - (ITGAX+ITGB2),COMPLEMENT,Secreted Signaling,PMID: 16234578
CD8.CM,CD8.EM,GZMA,F2R,0.0150865701559298,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.EM,CD8.EM,GZMA,F2R,0.0269150054045787,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.MAIT,CD8.EM,GZMA,F2R,0.0149955857784429,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.TEMRA,CD8.EM,GZMA,F2R,0.0219212384234022,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.TEX,CD8.EM,GZMA,F2R,0.0283047285670527,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.TPEX,CD8.EM,GZMA,F2R,0.0165714375811778,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.EM,CD8.TEMRA,GZMA,F2R,0.0288125373810719,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.TEX,CD8.TEMRA,GZMA,F2R,0.0302971867465709,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.CM,CD8.TEX,GZMA,F2R,0.0137854493362944,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.EM,CD8.TEX,GZMA,F2R,0.0246192566772812,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.MAIT,CD8.TEX,GZMA,F2R,0.0137022026175587,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.TEMRA,CD8.TEX,GZMA,F2R,0.0200426659391507,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.TEX,CD8.TEX,GZMA,F2R,0.0258935959576314,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.TPEX,CD8.TEX,GZMA,F2R,0.0151442254625682,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
CD8.CM,Classical Mono-derived,ANXA1,FPR1,0.0873945088750668,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.EM,Classical Mono-derived,ANXA1,FPR1,0.0596599747047505,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.MAIT,Classical Mono-derived,ANXA1,FPR1,0.0685331944430958,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.NaiveLike,Classical Mono-derived,ANXA1,FPR1,0.0481256137067114,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TEMRA,Classical Mono-derived,ANXA1,FPR1,0.0236641948521532,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TEX,Classical Mono-derived,ANXA1,FPR1,0.0635442014359471,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TPEX,Classical Mono-derived,ANXA1,FPR1,0.0704480438515636,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Classical Mono-derived,Classical Mono-derived,ANXA1,FPR1,0.0696559354932416,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
IFN-stimulated,Classical Mono-derived,ANXA1,FPR1,0.0534922658702276,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Inflammatory Mono-derived,Classical Mono-derived,ANXA1,FPR1,0.100550023991778,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Lipid-associated,Classical Mono-derived,ANXA1,FPR1,0.0756866569194329,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Proliferating,Classical Mono-derived,ANXA1,FPR1,0.0797852892147416,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Resident M2,Classical Mono-derived,ANXA1,FPR1,0.0780558104189693,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Stress-response,Classical Mono-derived,ANXA1,FPR1,0.11135335859427,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.CM,IFN-stimulated,ANXA1,FPR1,0.0870404753639748,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.EM,IFN-stimulated,ANXA1,FPR1,0.0594109791050722,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.MAIT,IFN-stimulated,ANXA1,FPR1,0.068249853622527,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.NaiveLike,IFN-stimulated,ANXA1,FPR1,0.0479223043463554,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TEMRA,IFN-stimulated,ANXA1,FPR1,0.0235616661981882,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TEX,IFN-stimulated,ANXA1,FPR1,0.0632800856363766,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TPEX,IFN-stimulated,ANXA1,FPR1,0.0701573826343604,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Classical Mono-derived,IFN-stimulated,ANXA1,FPR1,0.0693682985439646,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
IFN-stimulated,IFN-stimulated,ANXA1,FPR1,0.0532675535115831,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Inflammatory Mono-derived,IFN-stimulated,ANXA1,FPR1,0.100148546036643,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Lipid-associated,IFN-stimulated,ANXA1,FPR1,0.0753761343837042,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Proliferating,IFN-stimulated,ANXA1,FPR1,0.0794593966327917,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Resident M2,IFN-stimulated,ANXA1,FPR1,0.0777363853373254,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Stress-response,IFN-stimulated,ANXA1,FPR1,0.110914064097058,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.CM,Inflammatory Mono-derived,ANXA1,FPR1,0.0514305551914714,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.EM,Inflammatory Mono-derived,ANXA1,FPR1,0.034675480912832,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.MAIT,Inflammatory Mono-derived,ANXA1,FPR1,0.0399907919184057,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.NaiveLike,Inflammatory Mono-derived,ANXA1,FPR1,0.0278285461220333,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TEMRA,Inflammatory Mono-derived,ANXA1,FPR1,0.0135370584417516,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TEX,Inflammatory Mono-derived,ANXA1,FPR1,0.036997064520684,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TPEX,Inflammatory Mono-derived,ANXA1,FPR1,0.0411433787575558,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Classical Mono-derived,Inflammatory Mono-derived,ANXA1,FPR1,0.0406663531461124,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
IFN-stimulated,Inflammatory Mono-derived,ANXA1,FPR1,0.0310055285787008,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Inflammatory Mono-derived,Inflammatory Mono-derived,ANXA1,FPR1,0.0595255192630797,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Lipid-associated,Inflammatory Mono-derived,ANXA1,FPR1,0.044306724381791,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Proliferating,Inflammatory Mono-derived,ANXA1,FPR1,0.0467920754919468,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Resident M2,Inflammatory Mono-derived,ANXA1,FPR1,0.045742229001351,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Stress-response,Inflammatory Mono-derived,ANXA1,FPR1,0.0662457214919355,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.CM,Resident M2,ANXA1,FPR1,0.0224225624344769,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.EM,Resident M2,ANXA1,FPR1,0.0149686013033599,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.MAIT,Resident M2,ANXA1,FPR1,0.0173172892828972,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.NaiveLike,Resident M2,ANXA1,FPR1,0.0119647079315314,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TEMRA,Resident M2,ANXA1,FPR1,0.00577180427345108,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TEX,Resident M2,ANXA1,FPR1,0.0159926339327192,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TPEX,Resident M2,ANXA1,FPR1,0.017828532084294,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Classical Mono-derived,Resident M2,ANXA1,FPR1,0.0176168575784122,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
IFN-stimulated,Resident M2,ANXA1,FPR1,0.013355511497947,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Inflammatory Mono-derived,Resident M2,ANXA1,FPR1,0.0260773019322632,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Lipid-associated,Resident M2,ANXA1,FPR1,0.0192352551032154,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Proliferating,Resident M2,ANXA1,FPR1,0.0203441794961352,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Resident M2,Resident M2,ANXA1,FPR1,0.019875356102208,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Stress-response,Resident M2,ANXA1,FPR1,0.0291383246873195,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.CM,Stress-response,ANXA1,FPR1,0.0148231502406745,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.EM,Stress-response,ANXA1,FPR1,0.00986996519871238,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.MAIT,Stress-response,ANXA1,FPR1,0.0114279196314003,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.NaiveLike,Stress-response,ANXA1,FPR1,0.00788107783616224,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TEMRA,Stress-response,ANXA1,FPR1,0.00379373532584228,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TEX,Stress-response,ANXA1,FPR1,0.0105489251697716,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
CD8.TPEX,Stress-response,ANXA1,FPR1,0.0117673778626198,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Classical Mono-derived,Stress-response,ANXA1,FPR1,0.0116268143115568,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
IFN-stimulated,Stress-response,ANXA1,FPR1,0.00880141993417792,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Inflammatory Mono-derived,Stress-response,ANXA1,FPR1,0.0172611033787061,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Lipid-associated,Stress-response,ANXA1,FPR1,0.0127020431177632,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Proliferating,Stress-response,ANXA1,FPR1,0.0134394849597914,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Resident M2,Stress-response,ANXA1,FPR1,0.0131276452659877,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Stress-response,Stress-response,ANXA1,FPR1,0.0193077734149922,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
Resident M2,Resident M2,GAS6,AXL,0.00211514195285714,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
Resident M2,Resident M2,GAS6,MERTK,0.00291383950208664,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
Classical Mono-derived,Classical Mono-derived,GRN,SORT1,0.0133409583095535,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
IFN-stimulated,Classical Mono-derived,GRN,SORT1,0.0151413239099363,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Inflammatory Mono-derived,Classical Mono-derived,GRN,SORT1,0.0145454392776636,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Lipid-associated,Classical Mono-derived,GRN,SORT1,0.0123058559089916,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Proliferating,Classical Mono-derived,GRN,SORT1,0.0115795560641113,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Resident M2,Classical Mono-derived,GRN,SORT1,0.0140397300614322,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Stress-response,Classical Mono-derived,GRN,SORT1,0.0187117290242818,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
Classical Mono-derived,CD8.CM,LGALS9,PTPRC,0.0625620316104879,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
IFN-stimulated,CD8.CM,LGALS9,PTPRC,0.0543922457219719,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Inflammatory Mono-derived,CD8.CM,LGALS9,PTPRC,0.055074513783287,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Lipid-associated,CD8.CM,LGALS9,PTPRC,0.0403365147877442,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Proliferating,CD8.CM,LGALS9,PTPRC,0.037138913754839,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Resident M2,CD8.CM,LGALS9,PTPRC,0.0585324674330424,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Stress-response,CD8.CM,LGALS9,PTPRC,0.0309551579536273,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Classical Mono-derived,CD8.EM,LGALS9,PTPRC,0.0634304537998442,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
IFN-stimulated,CD8.EM,LGALS9,PTPRC,0.0551539354257346,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Inflammatory Mono-derived,CD8.EM,LGALS9,PTPRC,0.0558451934776773,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Lipid-associated,CD8.EM,LGALS9,PTPRC,0.0409098885565905,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Proliferating,CD8.EM,LGALS9,PTPRC,0.0376686185225821,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Resident M2,CD8.EM,LGALS9,PTPRC,0.0593484964885675,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Stress-response,CD8.EM,LGALS9,PTPRC,0.0313995412551158,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Classical Mono-derived,CD8.MAIT,LGALS9,PTPRC,0.0573664181880939,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
IFN-stimulated,CD8.MAIT,LGALS9,PTPRC,0.0498390402264505,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Inflammatory Mono-derived,CD8.MAIT,LGALS9,PTPRC,0.050467243377082,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Lipid-associated,CD8.MAIT,LGALS9,PTPRC,0.0369139906162502,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Proliferating,CD8.MAIT,LGALS9,PTPRC,0.0339780975037537,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Resident M2,CD8.MAIT,LGALS9,PTPRC,0.0536523460870077,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Stress-response,CD8.MAIT,LGALS9,PTPRC,0.028305157176865,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Classical Mono-derived,CD8.NaiveLike,LGALS9,PTPRC,0.0580947683153463,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
IFN-stimulated,CD8.NaiveLike,LGALS9,PTPRC,0.0504769370578464,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Inflammatory Mono-derived,CD8.NaiveLike,LGALS9,PTPRC,0.0511127481415621,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Lipid-associated,CD8.NaiveLike,LGALS9,PTPRC,0.0373929683050836,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Proliferating,CD8.NaiveLike,LGALS9,PTPRC,0.0344203419858711,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Resident M2,CD8.NaiveLike,LGALS9,PTPRC,0.0543362588550629,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Stress-response,CD8.NaiveLike,LGALS9,PTPRC,0.0286757568705371,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Classical Mono-derived,CD8.TEMRA,LGALS9,PTPRC,0.061581344378126,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
IFN-stimulated,CD8.TEMRA,LGALS9,PTPRC,0.0535323103212522,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Inflammatory Mono-derived,CD8.TEMRA,LGALS9,PTPRC,0.054204410111548,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Lipid-associated,CD8.TEMRA,LGALS9,PTPRC,0.0396894718429479,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Proliferating,CD8.TEMRA,LGALS9,PTPRC,0.0365412108243003,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Resident M2,CD8.TEMRA,LGALS9,PTPRC,0.0576110635120467,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Stress-response,CD8.TEMRA,LGALS9,PTPRC,0.0304538269471233,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Classical Mono-derived,CD8.TEX,LGALS9,PTPRC,0.0646029398126697,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
IFN-stimulated,CD8.TEX,LGALS9,PTPRC,0.0561826107741554,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Inflammatory Mono-derived,CD8.TEX,LGALS9,PTPRC,0.056885985248687,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Lipid-associated,CD8.TEX,LGALS9,PTPRC,0.0416846189720777,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Proliferating,CD8.TEX,LGALS9,PTPRC,0.0383844240268619,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Resident M2,CD8.TEX,LGALS9,PTPRC,0.0604503992841129,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Stress-response,CD8.TEX,LGALS9,PTPRC,0.0320001787389261,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Classical Mono-derived,CD8.TPEX,LGALS9,PTPRC,0.0631708246161007,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
IFN-stimulated,CD8.TPEX,LGALS9,PTPRC,0.0549261963710629,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Inflammatory Mono-derived,CD8.TPEX,LGALS9,PTPRC,0.0556147681206608,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Lipid-associated,CD8.TPEX,LGALS9,PTPRC,0.0407384294229853,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Proliferating,CD8.TPEX,LGALS9,PTPRC,0.0375102127131229,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Resident M2,CD8.TPEX,LGALS9,PTPRC,0.0591045208939778,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Stress-response,CD8.TPEX,LGALS9,PTPRC,0.0312666419102635,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Classical Mono-derived,Classical Mono-derived,LGALS9,PTPRC,0.0528236162109858,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
IFN-stimulated,Classical Mono-derived,LGALS9,PTPRC,0.0458633231497738,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Inflammatory Mono-derived,Classical Mono-derived,LGALS9,PTPRC,0.0464438633165351,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Lipid-associated,Classical Mono-derived,LGALS9,PTPRC,0.0339324983941744,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Proliferating,Classical Mono-derived,LGALS9,PTPRC,0.0312260449482646,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Resident M2,Classical Mono-derived,LGALS9,PTPRC,0.0493882487826846,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Stress-response,Classical Mono-derived,LGALS9,PTPRC,0.0260002170883024,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Classical Mono-derived,IFN-stimulated,LGALS9,PTPRC,0.042366792418781,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
IFN-stimulated,IFN-stimulated,LGALS9,PTPRC,0.0367309087967649,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Inflammatory Mono-derived,IFN-stimulated,LGALS9,PTPRC,0.0372003574338916,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Lipid-associated,IFN-stimulated,LGALS9,PTPRC,0.0271082817289152,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Proliferating,IFN-stimulated,LGALS9,PTPRC,0.0249320801147223,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Resident M2,IFN-stimulated,LGALS9,PTPRC,0.0395830613148951,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Stress-response,IFN-stimulated,LGALS9,PTPRC,0.020737030465617,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Classical Mono-derived,Inflammatory Mono-derived,LGALS9,PTPRC,0.0325224567731007,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
IFN-stimulated,Inflammatory Mono-derived,LGALS9,PTPRC,0.0281576202225079,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
Inflammatory Mono-derived,Inflammatory Mono-derived,LGALS9,PTPRC,0.0285207400544863,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
