source,target,ligand.complex,receptor.complex,aggregate_rank,mean_rank,sca.LRscore,sca.rank,natmi.edge_specificity,natmi.rank,connectome.weight_sc,connectome.rank
CD8.TEX,Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),HLA-A,APLP2,0.103697848541875,6276,0.959062945181411,869,0.0116696721189608,12942,0.952036819281832,5017
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),Stress-response immunosuppressive TAMs (MARCO+/PPARG+/HSP-high),LGALS3BP,CD33,0.103757395962824,11679.3333333333,0.804355132853748,26550,0.0202574730220233,4434,1.03720975102972,4054
Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),LGALS9,COLEC12,0.103847253314581,11092.6666666667,0.814376283876093,25235,0.0221397288211293,3607,0.997755925598005,4436
CD8.NaiveLike,CD8.TEX,HLA-C,CD3D,0.103886711781696,13411.3333333333,0.962336231550626,464,0.0124432722267352,11594,0.112372143632534,28176
CD8.MAIT,Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CD40LG,CD40,0.103886711781696,14565,0.67369293380032,37360,0.0475916272597134,464,0.888385071212931,5871
Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),Classical monocyte-derived TAMs (S100A8+/S100A9+/CCR2+),HMGB1,CD163,0.103938409492815,9071,0.927381503409244,5833,0.0116648560905877,12952,0.747600263874847,8428
TREM2+/APOE+ lipid-associated immunosuppressive TAMs (LAMs),Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),CALR,ITGAV,0.104010650256733,12806.3333333333,0.890098066477879,12955,0.0117863431504938,12702,0.571374097252126,12762
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),Tissue-resident immunosuppressive TAMs (anti-inflammatory/M2-like),HMGB1,TLR2,0.104058829357453,10503.6666666667,0.912182461669935,8601,0.0116624712685306,12957,0.680607474409286,9953
Inflammatory monocyte-derived TAMs (FCN1+/S100A8+),IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),THBS1,CD36,0.104072051680692,10847.6666666667,0.801531590349802,26902,0.0341236338085547,1200,0.997177560929338,4441
IFN-stimulated immunomodulatory TAMs (ISG-high/PD-L1+/IDO1+),CD8.TEX,HLA-DQA2,LAG3,0.104107023334005,6942,0.890064208688628,12959,0.0465508010661123,497,0.799700890245551,7370
CD8.TPEX,CD8.EM,HLA-B,CD3D,0.104107974925326,13471,0.962334371191298,465,0.0107636042452321,14835,0.192691882172178,25113
